step,time,ctrl_drone_1_body_thrust,ctrl_drone_1_x_moment,ctrl_drone_1_y_moment,ctrl_drone_1_z_moment,act_drone_1_body_thrust,act_drone_1_x_moment,act_drone_1_y_moment,act_drone_1_z_moment,actuator_force_drone_1_body_thrust,actuator_force_drone_1_x_moment,actuator_force_drone_1_y_moment,actuator_force_drone_1_z_moment,desired_Fx,desired_Fy,desired_Fz,desired_Tx,desired_Ty,desired_Tz,actual_Fx,actual_Fy,actual_Fz,actual_Tx,actual_Ty,actual_Tz,error_Fx,error_Fy,error_Fz,error_Tx,error_Ty,error_Tz,qpos_x,qpos_y,qpos_z,qpos_qw,qpos_qx,qpos_qy,qpos_qz,qvel_x,qvel_y,qvel_z,qvel_wx,qvel_wy,qvel_wz
149,0.44700000000000034,5.0,0.07383318618347016,-0.04993202370344428,-0.010123847030635515,4.999999861245838,0.0774957605544231,-0.04681954255627683,-0.011440984930198747,4.999999861245838,0.0774957605544231,-0.04681954255627683,-0.011440984930198747,0.0,0.0,5.0,0.07383318618347016,-0.04993202370344428,-0.010123847030635515,0.0,0.0,4.999999861245838,0.0774957605544231,-0.04681954255627683,-0.011440984930198747,0.0,0.0,-1.3875416193798173e-07,0.003662574370952937,0.003112481147167452,-0.0013171378995632324,0.08490276687690226,-0.05171157252983466,2.299408749866821,0.5604883978053791,0.6852799795942643,0.449689684008478,-0.11841998813206903,0.6146370274332916,-0.532254496204181,1.1160893084352754,10.452930816421176,1.2556306210433872,0.14348740696823148
150,0.45000000000000034,5.0,0.07342037005471845,-0.04997532801827889,-0.009924966891344957,4.999999876936098,0.07725370962206995,-0.047127676264615455,-0.011371398320546386,4.999999876936098,0.07725370962206995,-0.047127676264615455,-0.011371398320546386,0.0,0.0,5.0,0.07342037005471845,-0.04997532801827889,-0.009924966891344957,0.0,0.0,4.999999876936098,0.07725370962206995,-0.047127676264615455,-0.011371398320546386,0.0,0.0,-1.2306390217986518e-07,0.003833339567351504,0.002847651753663437,-0.0014464314292014294,0.08675941233180468,-0.05334044447795983,2.302744408031562,0.5487896233864468,0.6943701597166768,0.4486144417229724,-0.1241978793538149,0.6188818183008017,-0.5429573160417245,1.1118860549135579,10.558756811727925,1.1834789005540922,0.13386734575110248
151,0.45300000000000035,5.0,0.07299477163808693,-0.04999714771144439,-0.00971705985771577,4.99999989085211,0.07699820903109697,-0.04741554958748309,-0.011291469269407708,4.99999989085211,0.07699820903109697,-0.04741554958748309,-0.011291469269407708,0.0,0.0,5.0,0.07299477163808693,-0.04999714771144439,-0.00971705985771577,0.0,0.0,4.99999989085211,0.07699820903109697,-0.04741554958748309,-0.011291469269407708,0.0,0.0,-1.0914788983740209e-07,0.00400343739301004,0.002581598123961297,-0.001574409411691938,0.08862799216255236,-0.05500139449064846,2.3060665991031093,0.536887646836264,0.7033490476690274,0.4473546295762563,-0.13009845200609474,0.6228599435825647,-0.5536500042295434,1.1073970238491362,10.66409043696475,1.1107172204397366,0.12431301049233856
152,0.45600000000000035,5.0,0.07255646502910902,-0.04999747340255505,-0.00950031502406386,4.999999903194506,0.07672930326309155,-0.04768303876482151,-0.01120127047310932,4.999999903194506,0.07672930326309155,-0.04768303876482151,-0.01120127047310932,0.0,0.0,5.0,0.07255646502910902,-0.04999747340255505,-0.00950031502406386,0.0,0.0,4.999999903194506,0.07672930326309155,-0.04768303876482151,-0.01120127047310932,0.0,0.0,-9.68054942873664e-08,0.004172838233982526,0.0023144346377335437,-0.0017009554490454593,0.09050768072149383,-0.056694363054544686,2.3093744765272546,0.5247823199933166,0.712208069839626,0.4459085310793316,-0.13612040180817792,0.6265628529804875,-0.5643228546320757,1.1026258080483782,10.768907364691014,1.0373748696546108,0.11483293427754628
153,0.45900000000000035,5.0,0.07210552653578008,-0.049976304951594795,-0.009274929522806232,4.999999914141228,0.0764470391334885,-0.04793002880003613,-0.011100883968480838,4.999999914141228,0.0764470391334885,-0.04793002880003613,-0.011100883968480838,0.0,0.0,5.0,0.07210552653578008,-0.049976304951594795,-0.009274929522806232,0.0,0.0,4.999999914141228,0.0764470391334885,-0.04793002880003613,-0.011100883968480838,0.0,0.0,-8.585877164790645e-08,0.00434151259770843,0.002046276151558668,-0.001825954445674606,0.09239762720488046,-0.058419260723843305,2.3126672058834434,0.5124736530312634,0.7209385258342416,0.44427451967102266,-0.142262251099248,0.6299821611288753,-0.5749658897662072,1.0975764520628768,10.873183334726622,0.9634816252388048,0.10543558274756161
154,0.46200000000000035,5.0,0.0716420346652723,-0.049933651458977324,-0.00904110834516627,4.999999923850101,0.07615146578341486,-0.048156413509408,-0.010990401058238083,4.999999923850101,0.07615146578341486,-0.048156413509408,-0.010990401058238083,0.0,0.0,5.0,0.0716420346652723,-0.049933651458977324,-0.00904110834516627,0.0,0.0,4.999999923850101,0.07615146578341486,-0.048156413509408,-0.010990401058238083,0.0,0.0,-7.614989883109047e-08,0.0045094311181425595,0.001777237949569327,-0.0019492927130718134,0.09429695621500528,-0.06017596733177779,2.3159439662717975,0.4999618210901945,0.7295315947167373,0.44245106263553713,-0.14852234490107813,0.6331096700416097,-0.5855688693114937,1.0922534627847524,10.976894168332803,0.8890677473470214,0.09612934639932319
155,0.46500000000000036,5.0,0.07116607011026697,-0.04986953126163385,-0.00879906415473147,4.999999932461098,0.07584263467113024,-0.04836209556771994,-0.010869922227939189,4.999999932461098,0.07584263467113024,-0.04836209556771994,-0.010869922227939189,0.0,0.0,5.0,0.07116607011026697,-0.04986953126163385,-0.00879906415473147,0.0,0.0,4.999999932461098,0.07584263467113024,-0.04836209556771994,-0.010869922227939189,0.0,0.0,-6.753890158250897e-08,0.004676564560863267,0.001507435693913907,-0.0020708580732077195,0.09620476839158673,-0.06196433123092421,2.3192039517299676,0.4872471709044155,0.7379783417066883,0.4404367250534774,-0.1548988471282398,0.6359373921938188,-0.5961212997154723,1.086661819390055,11.080015782439878,0.8141639737008365,0.0869225329551282
156,0.46800000000000036,5.0,0.07067771573490601,-0.04978397192512993,-0.008549017094032892,4.999999940098368,0.07552059956306435,-0.04854698655007698,-0.010739557054589103,4.999999940098368,0.07552059956306435,-0.04854698655007698,-0.010739557054589103,0.0,0.0,5.0,0.07067771573490601,-0.04978397192512993,-0.008549017094032892,0.0,0.0,4.999999940098368,0.07552059956306435,-0.04854698655007698,-0.010739557054589103,0.0,0.0,-5.990163209901311e-08,0.00484288382815834,0.00123698537505295,-0.002190539960556211,0.09812014111418287,-0.06378416856569899,2.322446372677645,0.4743302274106491,0.7462697253398847,0.43823017377775686,-0.16138973696122222,0.6384575741987132,-0.6066124449249275,1.0808069825591426,11.182524203894129,0.7388015134488726,0.07782335980720786
157,0.47100000000000036,5.0,0.0701770565603655,-0.04967701023181494,-0.008291194584322568,4.999999946872018,0.0751854165244531,-0.0487110069699027,-0.010599424106975565,4.999999946872018,0.0751854165244531,-0.0487110069699027,-0.010599424106975565,0.0,0.0,5.0,0.0701770565603655,-0.04967701023181494,-0.008291194584322568,0.0,0.0,4.999999946872018,0.0751854165244531,-0.0487110069699027,-0.010599424106975565,0.0,0.0,-5.3127982013734254e-08,0.005008359964087591,0.0009660032619122419,-0.0023082295226529975,0.10004212927728866,-0.06563526258051279,2.3256704573863494,0.46121170031989805,0.7543966050965514,0.43583018142537217,-0.16799280539819028,0.6406627210352648,-0.6170313382712661,1.0746949029013964,11.284395583695531,0.6630120404202698,0.06883994654449427
158,0.47400000000000037,5.0,0.06966417975005385,-0.04954869216500915,-0.008025831118730658,4.9999999528797066,0.07483714390957476,-0.0488540863130951,-0.010449650837827206,4.9999999528797066,0.07483714390957476,-0.0488540863130951,-0.010449650837827206,0.0,0.0,5.0,0.06966417975005385,-0.04954869216500915,-0.008025831118730658,0.0,0.0,4.9999999528797066,0.07483714390957476,-0.0488540863130951,-0.010449650837827206,0.0,0.0,-4.7120293444891104e-08,0.0051729641595209125,0.0006946058519140472,-0.0024238197190965486,0.10196976613962054,-0.06751736296711822,2.3288754534718805,0.44789249063558184,0.7623497495009512,0.4332356303754916,-0.1747056520014251,0.6425456207772943,-0.6273667955351435,1.0683320285103746,11.385606211197812,0.5868276857578507,0.05998030756837299
159,0.47700000000000037,5.0,0.06913917459443676,-0.0493990728892353,-0.007753168048990781,4.999999958208049,0.07447584235158806,-0.04897616306832684,-0.010290373467891781,4.999999958208049,0.07447584235158806,-0.04897616306832684,-0.010290373467891781,0.0,0.0,5.0,0.06913917459443676,-0.0493990728892353,-0.007753168048990781,0.0,0.0,4.999999958208049,0.07447584235158806,-0.04897616306832684,-0.010290373467891781,0.0,0.0,-4.1791951232994506e-08,0.005336667757151303,0.00042290982090845836,-0.0025372054189010005,0.10390206424892849,-0.06943018525475458,2.332060629406604,0.4343736970999673,0.7701198446948199,0.4304455167638474,-0.18152568185476448,0.6440993697693151,-0.6376074292121243,1.0617253115745482,11.486132528242157,0.5102810299184665,0.05125234480413747
160,0.48000000000000037,5.0,0.06860213249549213,-0.0492282167265031,-0.007473453365927248,4.999999962933864,0.0741015747519738,-0.04907718475347678,-0.010121736862039977,4.999999962933864,0.0741015747519738,-0.04907718475347678,-0.010121736862039977,0.0,0.0,5.0,0.06860213249549213,-0.0492282167265031,-0.007473453365927248,0.0,0.0,4.999999962933864,0.0741015747519738,-0.04907718475347678,-0.010121736862039977,0.0,0.0,-3.706613593834618e-08,0.005499442256481676,0.0001510319730263221,-0.0026482834961127286,0.10583801644349611,-0.07137341024674702,2.3352252760485084,0.4206566225503424,0.7776975034857793,0.42745895446296367,-0.1884501027485936,0.6453173981892045,-0.6477416639974802,1.054882213968098,11.585951143195693,0.43340509402909777,0.04266384051477157
161,0.4830000000000004,5.0,0.06805314695079703,-0.04903619712865693,-0.00718694147390397,4.999999967125286,0.07371440626958176,-0.04915710793818123,-0.009943894397507442,4.999999967125286,0.07371440626958176,-0.04915710793818123,-0.009943894397507442,0.0,0.0,5.0,0.06805314695079703,-0.04903619712865693,-0.00718694147390397,0.0,0.0,4.999999967125286,0.07371440626958176,-0.04915710793818123,-0.009943894397507442,0.0,0.0,-3.2874713618014084e-08,0.005661259318784723,-0.00012091080952430361,-0.0027569529236034715,0.10777659693129342,-0.07334668350725966,2.3383687081837463,0.4067427801658565,0.7850732748705121,0.42427517903732387,-0.19547592260911906,0.6461934959324358,-0.6577577535042112,1.0478107117459439,11.685038844865892,0.35623333058849693,0.03422245022359519
162,0.4860000000000004,5.0,0.06749231353725026,-0.04882309664579853,-0.006893892959440231,4.999999970842745,0.07331440430928489,-0.04921589826249508,-0.009757007824394861,4.999999970842745,0.07331440430928489,-0.04921589826249508,-0.009757007824394861,0.0,0.0,5.0,0.06749231353725026,-0.04882309664579853,-0.006893892959440231,0.0,0.0,4.999999970842745,0.07331440430928489,-0.04921589826249508,-0.009757007824394861,0.0,0.0,-2.9157255276857086e-08,0.005822090772034633,-0.0003928016166965531,-0.0028631148649546304,0.10971676244753521,-0.07534961490193173,2.341490266079148,0.39263389958545525,0.7922376540310492,0.4208935516621714,-0.20259994718879337,0.6467218387472632,-0.6676437982240231,1.0405192984672225,11.783372616261962,0.2787996135053081,0.025935695752208228
163,0.4890000000000004,5.0,0.06691972989443243,-0.048589006890798356,-0.006594574354203586,4.999999974139834,0.07290163851024274,-0.049253530451654565,-0.009561247118552923,4.999999974139834,0.07290163851024274,-0.049253530451654565,-0.009561247118552923,0.0,0.0,5.0,0.06691972989443243,-0.048589006890798356,-0.006594574354203586,0.0,0.0,4.999999974139834,0.07290163851024274,-0.049253530451654565,-0.009561247118552923,0.0,0.0,-2.586016556449522e-08,0.0059819086158103135,-0.0006645235608562089,-0.0029666727643493365,0.11165745349116994,-0.07738177819614069,2.3445893170409633,0.3783319328768924,0.7991810928010227,0.4173135629942622,-0.20981877803483678,0.6468970145449089,-0.6773877647363165,1.033016987271869,11.880929648174506,0.20113822746493698,0.01781095838006353
164,0.4920000000000004,5.0,0.06633549570760741,-0.04833402849991079,-0.006289257892595705,4.999999977064091,0.07247618073377594,-0.04926998832693531,-0.009356790326985987,4.999999977064091,0.07247618073377594,-0.04926998832693531,-0.009356790326985987,0.0,0.0,5.0,0.06633549570760741,-0.04833402849991079,-0.006289257892595705,0.0,0.0,4.999999977064091,0.07247618073377594,-0.04926998832693531,-0.009356790326985987,0.0,0.0,-2.2935909171906133e-08,0.0061406850261685325,-0.0009359598270245253,-0.003067532434390282,0.11359759564058049,-0.07944271071463638,2.347665256975871,0.36383906033639546,0.8058940105971869,0.41353483698253896,-0.2171288107528235,0.646714049803515,-0.6869775061652298,1.0253133116358082,11.97768735254475,0.12328385661866947,0.009855472131888109
165,0.4950000000000004,5.0,0.06573971269036714,-0.04805827108951013,-0.005978221264151349,4.999999979657673,0.07203810505085415,-0.049265264812600816,-0.00914382340591503,4.999999979657673,0.07203810505085415,-0.049265264812600816,-0.00914382340591503,0.0,0.0,5.0,0.06573971269036714,-0.04805827108951013,-0.005978221264151349,0.0,0.0,4.999999979657673,0.07203810505085415,-0.049265264812600816,-0.00914382340591503,0.0,0.0,-2.034232693404192e-08,0.006298392360487001,-0.001206993723090688,-0.0031656021417636807,0.11553610094851871,-0.08153191306627476,2.3507175119500654,0.34915769609821246,0.8123668058098881,0.4095571346063847,-0.22452623358226137,0.6461684359794085,-0.6964007838794589,1.0174183247315456,12.073623375595034,0.04527157258992122,0.002076317199056367
166,0.4980000000000004,5.0,0.06513248456692386,-0.047761853208966025,-0.005661747360975986,4.999999981957974,0.07158748772919926,-0.04923936193893823,-0.008922540051647134,4.999999981957974,0.07158748772919926,-0.04923936193893823,-0.008922540051647134,0.0,0.0,5.0,0.06513248456692386,-0.047761853208966025,-0.005661747360975986,0.0,0.0,4.999999981957974,0.07158748772919926,-0.04923936193893823,-0.008922540051647134,0.0,0.0,-1.804202565125479e-08,0.006455003162275402,-0.0014775087299722031,-0.003260792690671148,0.11747186941602111,-0.08364884893754658,2.3537455397420337,0.33429049353296464,0.8185898676445075,0.40538035752883655,-0.2320070263009896,0.6452561558341328,-0.7056452904239386,1.0093425973226977,12.168715610692468,-0.03286317820613616,-0.005519586499102661
167,0.5010000000000003,5.0,0.06451391705405171,-0.04744490228967858,-0.005340124020451454,4.999999983998158,0.0711244072200065,-0.04919229084138019,-0.00869314152440537,4.999999983998158,0.0711244072200065,-0.04919229084138019,-0.00869314152440537,0.0,0.0,5.0,0.06451391705405171,-0.04744490228967858,-0.005340124020451454,0.0,0.0,4.999999983998158,0.0711244072200065,-0.04919229084138019,-0.00869314152440537,0.0,0.0,-1.6001841629531555e-08,0.006610490165954788,-0.0017473885517016105,-0.0033530175039539157,0.11940379054476338,-0.08579294495854622,2.356748831384403,0.31924035041348925,0.82455358840418,0.4010045516519032,-0.2395669594750485,0.6439737095807587,-0.7146986736665475,1.0010972141232144,12.262942210918133,-0.11108458793195848,-0.012925485608210727
168,0.5040000000000003,5.0,0.06388411784268191,-0.047107554590294975,-0.005013643763443908,4.99999998580764,0.07064894414428531,-0.049124071755712845,-0.008455836465279242,4.99999998580764,0.07064894414428531,-0.049124071755712845,-0.008455836465279242,0.0,0.0,5.0,0.06388411784268191,-0.047107554590294975,-0.005013643763443908,0.0,0.0,4.99999998580764,0.07064894414428531,-0.049124071755712845,-0.008455836465279242,0.0,0.0,-1.4192360175968588e-08,0.006764826301603397,-0.0020165171654178693,-0.003442192701835334,0.1213307449670081,-0.08796359064495658,2.3597269126900673,0.30401041382667426,0.8302483762023388,0.3964299105609351,-0.2472015940704341,0.6423181407482413,-0.7235485621367882,0.9926937685547673,12.35628160131465,-0.18935650138693527,-0.020134799480236124
169,0.5070000000000003,5.0,0.06324319657915409,-0.0467499551381313,-0.004682603528252101,4.999999987412505,0.07016118127882272,-0.049034734009372194,-0.008210840706462223,4.999999987412505,0.07016118127882272,-0.049034734009372194,-0.008210840706462223,0.0,0.0,5.0,0.06324319657915409,-0.0467499551381313,-0.004682603528252101,0.0,0.0,4.999999987412505,0.07016118127882272,-0.049034734009372194,-0.008210840706462223,0.0,0.0,-1.2587494602200877e-08,0.006917984699668631,-0.002284778871240893,-0.003528237178210121,0.12325160615198233,-0.09016013841953739,2.3626793457575843,0.28860408480966654,0.8356646680918376,0.39165677884484507,-0.25490628144283617,0.6402870616580769,-0.7321825915269359,0.9841443558390055,12.448712490785507,-0.2676424307561224,-0.027141126157795993
170,0.5100000000000003,5.0,0.06259126484612697,-0.046372257666824575,-0.004347304400537819,4.999999988835894,0.06966120354177135,-0.048924316008832305,-0.007958377074948925,4.999999988835894,0.06966120354177135,-0.048924316008832305,-0.007958377074948925,0.0,0.0,5.0,0.06259126484612697,-0.046372257666824575,-0.004347304400537819,0.0,0.0,4.999999988835894,0.06966120354177135,-0.048924316008832305,-0.007958377074948925,0.0,0.0,-1.1164106084038394e-08,0.007069938695644387,-0.0025520583420077306,-0.003611072674411106,0.1251652421871922,-0.09238190371649573,2.36560573045068,0.27302502268878476,0.8407929435955794,0.386685655278874,-0.2626761637210688,0.6378786784032859,-0.740588432319443,0.9754615643651268,12.540213883620194,-0.34590557104642095,-0.03393824819592453
171,0.5130000000000003,5.0,0.06192843614315231,-0.04597462455024204,-0.004008051339484409,4.999999990098326,0.06914909797786488,-0.04879286522309088,-0.007698675189870465,4.999999990098326,0.06914909797786488,-0.04879286522309088,-0.007698675189870465,0.0,0.0,5.0,0.06192843614315231,-0.04597462455024204,-0.004008051339484409,0.0,0.0,4.999999990098326,0.06914909797786488,-0.04879286522309088,-0.007698675189870465,0.0,0.0,-9.901674147272388e-09,0.007220661834712566,-0.0028182406728488388,-0.0036906238503860564,0.1270705176328397,-0.09462816517198816,2.368505705846512,0.2572771490994849,0.8456237386217248,0.38151719585654087,-0.27050617459943593,0.6350918152158349,-0.7487538184974805,0.9666584652775021,12.630765090619903,-0.4241088162067493,-0.04052013831601376
172,0.5160000000000003,5.0,0.06125482586691486,-0.04555722673267583,-0.0036651529004321057,4.999999991218003,0.06862495374326312,-0.04864043816325916,-0.007431971253652326,4.999999991218003,0.06862495374326312,-0.04864043816325916,-0.007431971253652326,0.0,0.0,5.0,0.06125482586691486,-0.04555722673267583,-0.0036651529004321057,0.0,0.0,4.999999991218003,0.06862495374326312,-0.04864043816325916,-0.007431971253652326,0.0,0.0,-8.781997351547943e-09,0.007370127876348262,-0.0030832114305833283,-0.00376681835322022,0.1289662954471549,-0.09689816490385336,2.371378951647211,0.24136465166581708,0.8501476597446856,0.37615221665741483,-0.2783910405537267,0.6319259381050683,-0.7566665772884011,0.9577486002329165,12.720345739799342,-0.5022147759272586,-0.04688096488678697
173,0.5190000000000003,5.0,0.06057055129114205,-0.04512024365535331,-0.0033189209542427663,4.999999992211067,0.06808886209002978,-0.048467100358264924,-0.007158507837184665,4.999999992211067,0.06808886209002978,-0.048467100358264924,-0.007158507837184665,0.0,0.0,5.0,0.06057055129114205,-0.04512024365535331,-0.0033189209542427663,0.0,0.0,4.999999992211067,0.06808886209002978,-0.048467100358264924,-0.007158507837184665,0.0,0.0,-7.78893305408701e-09,0.007518310798887727,-0.003346856702911613,-0.0038395868829418987,0.1308514389800947,-0.09919110888350138,2.374225189549058,0.22529198731797737,0.8543553988312265,0.3705916965373942,-0.28632528249490774,0.6283811776465896,-0.764314659882672,0.9487459672823648,12.808935786641104,-0.5801857931111445,-0.05301509722732088
174,0.5220000000000004,5.0,0.05987573154618713,-0.04466386317929436,-0.002969670403648988,4.999999993091836,0.06754091635024521,-0.04827292632667899,-0.0068785336592004625,4.999999993091836,0.06754091635024521,-0.04827292632667899,-0.0068785336592004625,0.0,0.0,5.0,0.05987573154618713,-0.04466386317929436,-0.002969670403648988,0.0,0.0,4.999999993091836,0.06754091635024521,-0.04827292632667899,-0.0068785336592004625,0.0,0.0,-6.908163818764024e-09,0.0076651848040580825,-0.003609063147384628,-0.003908863255551474,0.13272481403248976,-0.10150616740269176,2.3770441845635726,0.20906388522680297,0.8582377479891126,0.3648367796282841,-0.294303217873869,0.624458350798354,-0.7716861730634607,0.9396650048382618,12.896515523879977,-0.6579839620111416,-0.058917110727296024
175,0.5250000000000004,5.0,0.0591704875982887,-0.044188281504549176,-0.0026177188968456943,4.999999993873009,0.06698121191975726,-0.048057999544677266,-0.006592303360062137,4.999999993873009,0.06698121191975726,-0.048057999544677266,-0.006592303360062137,0.0,0.0,5.0,0.0591704875982887,-0.044188281504549176,-0.0026177188968456943,0.0,0.0,4.999999993873009,0.06698121191975726,-0.048057999544677266,-0.006592303360062137,0.0,0.0,-6.12699135871253e-09,0.007810724321468558,-0.0038697180401280895,-0.003974584463216442,0.13458529097734542,-0.10384247563771566,2.3798357462846558,0.19268534933438092,0.8617856148138617,0.3588887776336244,-0.30231896324978547,0.6201589816185545,-0.7787694116746333,0.9305205736943887,12.983065590795617,-0.7355711470212429,-0.06458179177981976
176,0.5280000000000004,5.0,0.05845494222851096,-0.04369370308585093,-0.0022633865385847923,4.999999994565846,0.06640984624157265,-0.047822412410152136,-0.006300077270162404,4.999999994565846,0.06640984624157265,-0.047822412410152136,-0.006300077270162404,0.0,0.0,5.0,0.05845494222851096,-0.04369370308585093,-0.0022633865385847923,0.0,0.0,4.999999994565846,0.06640984624157265,-0.047822412410152136,-0.006300077270162404,0.0,0.0,-5.434153571570732e-09,0.007954904013061682,-0.004128709324301205,-0.004036690731577612,0.1364317469396202,-0.10619913431325802,2.3825997300958743,0.1761616604603471,0.8649900379072907,0.3527491719079374,-0.310366437333778,0.615485320758257,-0.7855528918474516,0.9213279370729018,13.068566981993092,-0.8129090021127492,-0.07000414252233855
177,0.5310000000000004,5.0,0.05772922001136776,-0.043180340544719725,-0.001906995599035401,4.999999995180338,0.06582691878889219,-0.047566266202988566,-0.006002121173149983,4.999999995180338,0.06582691878889219,-0.047566266202988566,-0.006002121173149983,0.0,0.0,5.0,0.05772922001136776,-0.043180340544719725,-0.001906995599035401,0.0,0.0,4.999999995180338,0.06582691878889219,-0.047566266202988566,-0.006002121173149983,0.0,0.0,-4.8196620028306825e-09,0.008097698777524427,-0.004385925658268841,-0.004095125574114582,0.13826306803042226,-0.10857521046795442,2.385336038311915,0.1594983779639401,0.8678422026396999,0.3464196153068418,-0.3184393645185943,0.6104403636006827,-0.7920253848987985,0.9121027386802519,13.153001055651998,-0.8899589909022574,-0.07517938538132676
178,0.5340000000000004,5.0,0.05699344729313459,-0.04264841457805567,-0.001548870220674769,4.999999995725343,0.06523253104779247,-0.047289671041521986,-0.005698706064195528,4.999999995725343,0.06523253104779247,-0.047289671041521986,-0.005698706064195528,0.0,0.0,5.0,0.05699344729313459,-0.04264841457805567,-0.001548870220674769,0.0,0.0,4.999999995725343,0.06523253104779247,-0.047289671041521986,-0.005698706064195528,0.0,0.0,-4.274657072755872e-09,0.008239083754657886,-0.004641256463466317,-0.004149835843520759,0.14007815163117812,-0.1109697383233735,2.3880446212482007,0.14270134094245002,0.8703334571257273,0.3399019337958156,-0.32653127890398453,0.6050278669186223,-0.7981759518063625,0.9028609787618969,13.236349541226074,-0.9666824073377387,-0.08010296741662466
179,0.5370000000000004,5.0,0.05624775216985195,-0.042098153863260254,-0.0011893361234761339,4.999999996208719,0.06462678649955719,-0.04699274583519663,-0.005390107903517622,4.999999996208719,0.06462678649955719,-0.04699274583519663,-0.005390107903517622,0.0,0.0,5.0,0.05624775216985195,-0.042098153863260254,-0.0011893361234761339,0.0,0.0,4.999999996208719,0.06462678649955719,-0.04699274583519663,-0.005390107903517622,0.0,0.0,-3.791281066867214e-09,0.008379034329705243,-0.004894591971936375,-0.004200771780041488,0.14187590872294323,-0.11338172025785025,2.3907254782126635,0.12577666894736023,0.8724553283821234,0.33319812780578545,-0.3346355288263144,0.5992523639217054,-0.8039939781589113,0.8936189881542136,13.318594546576557,-1.043040396987427,-0.08477056446147152
180,0.5400000000000004,5.0,0.05549226446502432,-0.04152979495992689,-0.0008287203086619975,4.9999999966374356,0.0640097906026611,-0.0466756182334447,-0.005076607365393006,4.9999999966374356,0.0640097906026611,-0.0466756182334447,-0.005076607365393006,0.0,0.0,5.0,0.05549226446502432,-0.04152979495992689,-0.0008287203086619975,0.0,0.0,4.9999999966374356,0.0640097906026611,-0.0466756182334447,-0.005076607365393006,0.0,0.0,-3.362564449105321e-09,0.008517526137636781,-0.005145823273517813,-0.0042478870567310084,0.14365526625564182,-0.1158101278862682,2.3933786584136865,0.10873076220022879,0.874199538633977,0.32631037332417356,-0.34274528189974796,0.593119177566196,-0.8094692094726504,0.8843934003409974,13.399718564523894,-1.1189939789148304,-0.08917808505447432
181,0.5430000000000004,5.0,0.05472711570701802,-0.04094358220814287,-0.00046735076129191645,4.999999997017673,0.0633816507744098,-0.046338424570808306,-0.004758489582879336,4.999999997017673,0.0633816507744098,-0.046338424570808306,-0.004758489582879336,0.0,0.0,5.0,0.05472711570701802,-0.04094358220814287,-0.00046735076129191645,0.0,0.0,4.999999997017673,0.0633816507744098,-0.046338424570808306,-0.004758489582879336,0.0,0.0,-2.98232727402592e-09,0.008654535067391778,-0.005394842362665436,-0.0042911388215874195,0.14541516955164682,-0.11825390324654139,2.3960042617782804,0.09157030129118868,0.8755580217342508,0.3192410227105496,-0.3508535305750372,0.586634432001666,-0.8145917867577325,0.8752011215313538,13.479704478803852,-1.1945040681217913,-0.09332167415993468
182,0.5460000000000004,5.0,0.05395243910616273,-0.04033976762344644,-0.00010555615195565035,4.999999997354913,0.0627424763722385,-0.04598130980832769,-0.004436043888482611,4.999999997354913,0.0627424763722385,-0.04598130980832769,-0.004436043888482611,0.0,0.0,5.0,0.05395243910616273,-0.04033976762344644,-0.00010555615195565035,0.0,0.0,4.999999997354913,0.0627424763722385,-0.04598130980832769,-0.004436043888482611,0.0,0.0,-2.645086816244202e-09,0.008790037266075766,-0.005641542184881249,-0.004330487736526961,0.14715458473774085,-0.12071196009317836,2.398602439674637,0.0743022463438675,0.8765229396598884,0.3119926052266061,-0.35895309822058674,0.5798050620313452,-0.8193522822123216,0.8660592987855973,13.55853556941556,-1.2695314985401485,-0.09719771667315343
183,0.5490000000000004,5.0,0.05316836953155968,-0.03971861078848418,0.00025633446215736044,4.999999997654019,0.062092378674673064,-0.04560442747122106,-0.004109563551005177,4.999999997654019,0.062092378674673064,-0.04560442747122106,-0.004109563551005177,0.0,0.0,5.0,0.05316836953155968,-0.03971861078848418,0.00025633446215736044,0.0,0.0,4.999999997654019,0.062092378674673064,-0.04560442747122106,-0.004109563551005177,0.0,0.0,-2.3459811870907288e-09,0.008924009143113386,-0.005885816682736876,-0.004365898013162538,0.1488725011991394,-0.1231831852979242,2.401173395533315,0.056933835631535146,0.8770866990462333,0.3045678272708066,-0.3670366457290114,0.572638820466186,-0.823741734915279,0.856985286225948,13.636195517350552,-1.3440370465513034,-0.10080284070752708
184,0.5520000000000004,5.0,0.05237504348760155,-0.039080378741415234,0.0006179919365399745,4.999999997919302,0.061431470861956564,-0.045207939582882696,-0.0037793455088136144,4.999999997919302,0.061431470861956564,-0.045207939582882696,-0.0037793455088136144,0.0,0.0,5.0,0.05237504348760155,-0.039080378741415234,0.0006179919365399745,0.0,0.0,4.999999997919302,0.061431470861956564,-0.045207939582882696,-0.0037793455088136144,0.0,0.0,-2.080698280337856e-09,0.009056427374355011,-0.006127560841467462,-0.0043973374453535885,0.15056793404890959,-0.12566644035707192,2.403717385361453,0.03947258363038027,0.8772419677200677,0.2969695723087447,-0.37509667865088836,0.565144283256731,-0.8277516863825771,0.8479966093792868,13.712668408693498,-1.4179814550116219,-0.10413392066044552
