step,time,ctrl_drone_1_body_thrust,ctrl_drone_1_x_moment,ctrl_drone_1_y_moment,ctrl_drone_1_z_moment,act_drone_1_body_thrust,act_drone_1_x_moment,act_drone_1_y_moment,act_drone_1_z_moment,actuator_force_drone_1_body_thrust,actuator_force_drone_1_x_moment,actuator_force_drone_1_y_moment,actuator_force_drone_1_z_moment,desired_Fx,desired_Fy,desired_Fz,desired_Tx,desired_Ty,desired_Tz,actual_Fx,actual_Fy,actual_Fz,actual_Tx,actual_Ty,actual_Tz,error_Fx,error_Fy,error_Fz,error_Tx,error_Ty,error_Tz,qpos_x,qpos_y,qpos_z,qpos_qw,qpos_qx,qpos_qy,qpos_qz,qvel_x,qvel_y,qvel_z,qvel_wx,qvel_wy,qvel_wz
473,1.4189999999999856,5.0,-0.003366792688440194,-0.04638399678747171,0.007331030926523312,4.9999999999999964,-0.016664190515557425,-0.048927971183901985,0.0100339564066396,4.9999999999999964,-0.016664190515557425,-0.048927971183901985,0.0100339564066396,0.0,0.0,5.0,-0.003366792688440194,-0.04638399678747171,0.007331030926523312,0.0,0.0,4.9999999999999964,-0.016664190515557425,-0.048927971183901985,0.0100339564066396,0.0,0.0,-3.552713678800501e-15,-0.013297397827117231,-0.002543974396430275,0.002702925480116289,0.49337037971195563,-0.5191374489643528,2.8991179335773376,0.35013300573181716,-0.8771961533934405,0.16775842885498438,-0.28247282403279433,0.5777822762165759,0.44586850405746464,-0.05977749647821392,-5.060561669273544,0.44100109206737587,0.32313543236988485
474,1.4219999999999855,5.0,-0.0023118902836187527,-0.045986965312840314,0.00704121777277388,4.9999999999999964,-0.01563680789190092,-0.048797156982854244,0.0098515711560044,4.9999999999999964,-0.01563680789190092,-0.048797156982854244,0.0098515711560044,0.0,0.0,5.0,-0.0023118902836187527,-0.045986965312840314,0.00704121777277388,0.0,0.0,4.9999999999999964,-0.01563680789190092,-0.048797156982854244,0.0098515711560044,0.0,0.0,-3.552713678800501e-15,-0.013324917608282168,-0.00281019167001393,0.00281035338323052,0.4951261412086718,-0.5177809788077342,2.8989170014198753,0.3434896176213696,-0.8796029734934289,0.17052959715095464,-0.28148383275665545,0.5852538322387315,0.45215671887284486,-0.06697738582083371,-5.079351601564502,0.35824431314804706,0.33120036627675614
475,1.4249999999999854,5.0,-0.001256585384950782,-0.045570163831875087,0.006745000534300944,4.9999999999999964,-0.014606702942276199,-0.048645364661244264,0.009660225765464618,4.9999999999999964,-0.014606702942276199,-0.048645364661244264,0.009660225765464618,0.0,0.0,5.0,-0.001256585384950782,-0.045570163831875087,0.006745000534300944,0.0,0.0,4.9999999999999964,-0.014606702942276199,-0.048645364661244264,0.009660225765464618,0.0,0.0,-3.552713678800501e-15,-0.013350117557325417,-0.0030752008293691777,0.0029152252311636746,0.49690429180316864,-0.5164060543202772,2.898694091109819,0.3368279942592451,-0.8819997599346863,0.17326585794356922,-0.2803609606017369,0.5927168648322735,0.45830816248567047,-0.07430343668539527,-5.0964173958584364,0.2756979061031867,0.33910716315457323
476,1.4279999999999853,5.0,-0.00020106171816547798,-0.04513377152943551,0.006442648624770288,4.9999999999999964,-0.013574055005169346,-0.048472659475284084,0.009460094266293259,4.9999999999999964,-0.013574055005169346,-0.048472659475284084,0.009460094266293259,0.0,0.0,5.0,-0.00020106171816547798,-0.04513377152943551,0.006442648624770288,0.0,0.0,4.9999999999999964,-0.013574055005169346,-0.048472659475284084,0.009460094266293259,0.0,0.0,-3.552713678800501e-15,-0.013372993287003868,-0.003338887945848572,0.0030174456415229707,0.49870479292053627,-0.5150130867864657,2.898448824360544,0.33015085053628374,-0.8843848477311249,0.17596700466421616,-0.2791047657480376,0.6001670391225487,0.4643225112704718,-0.08175558309177396,-5.111753902815634,0.1933977749996296,0.34684851289685115
477,1.4309999999999852,5.0,0.0008544969529212382,-0.044677976012564624,0.006134437037415708,4.9999999999999964,-0.012539043861793674,-0.0482791156717216,0.009251358680850355,4.9999999999999964,-0.012539043861793674,-0.0482791156717216,0.009251358680850355,0.0,0.0,5.0,0.0008544969529212382,-0.044677976012564624,0.006134437037415708,0.0,0.0,4.9999999999999964,-0.012539043861793674,-0.0482791156717216,0.009251358680850355,0.0,0.0,-3.552713678800501e-15,-0.013393540814714913,-0.0036011396591569753,0.0031169216434346466,0.5005275929828492,-0.5136024882523957,2.8981808233584543,0.32346090775201736,-0.886756583188505,0.17863283780918635,-0.27771588464530694,0.6076000207709709,0.47019951135667953,-0.08933366736315856,-5.125356416251018,0.11137990397484368,0.354417255949907
478,1.433999999999985,5.0,0.0019099068583992205,-0.04420297322983613,0.0058206460949287294,4.9999999999999964,-0.011501849704790323,-0.048064816455921554,0.00903420885703113,4.9999999999999964,-0.011501849704790323,-0.048064816455921554,0.00903420885703113,0.0,0.0,5.0,0.0019099068583992205,-0.04420297322983613,0.0058206460949287294,0.0,0.0,4.9999999999999964,-0.011501849704790323,-0.048064816455921554,0.00903420885703113,0.0,0.0,-3.552713678800501e-15,-0.013411756563189544,-0.003861843226085425,0.003213562762102401,0.5023726274208528,-0.512174671314222,2.8978897110386237,0.31676089271965513,-0.8891133257122897,0.18126316516335503,-0.2761950322493885,0.61501147933452,0.47593897939125956,-0.09703743994359204,-5.137220682229886,0.029680337365950674,0.36180638982449
479,1.436999999999985,5.0,0.002964984254258013,-0.0437089673871148,0.005501561194501465,4.9999999999999964,-0.010462653106857197,-0.047829853956095174,0.008808842295596721,4.9999999999999964,-0.010462653106857197,-0.047829853956095174,0.008808842295596721,0.0,0.0,5.0,0.002964984254258013,-0.0437089673871148,0.005501561194501465,0.0,0.0,4.9999999999999964,-0.010462653106857197,-0.047829853956095174,0.008808842295596721,0.0,0.0,-3.552713678800501e-15,-0.01342763736111521,-0.004120886568980374,0.0033072811010952568,0.5042398186959243,-0.5107300489044488,2.897575111360658,0.3100535368389868,-0.8914534496365787,0.18385780203134733,-0.2745430021998014,0.6223970916904872,0.48154080325773396,-0.10486655932191258,-5.147342907702404,-0.051664840617571844,0.36900907546459205
480,1.4399999999999848,5.0,0.004019545454376185,-0.043196170859767714,0.005177472548253788,4.9999999999999964,-0.009421634989311747,-0.047574329183693816,0.008575463970544503,4.9999999999999964,-0.009421634989311747,-0.047574329183693816,0.008575463970544503,0.0,0.0,5.0,0.004019545454376185,-0.043196170859767714,0.005177472548253788,0.0,0.0,4.9999999999999964,-0.009421634989311747,-0.047574329183693816,0.008575463970544503,0.0,0.0,-3.552713678800501e-15,-0.013441180443687932,-0.004378158323926101,0.003397991422290715,0.5061290763324916,-0.5092690340762044,2.8972366495844604,0.30334157513765747,-0.8937753460712199,0.186416571475887,-0.2727606669361455,0.6297525455224569,0.4870049427481369,-0.11282059206575462,-5.155719768653276,-0.13261952665829105,0.37601864346764563
481,1.4429999999999847,5.0,0.005073406862500661,-0.04266480410136299,0.004848674919281441,4.9999999999999964,-0.008378976590593076,-0.04729835198998369,0.00833428614268141,4.9999999999999964,-0.008378976590593076,-0.04729835198998369,0.00833428614268141,0.0,0.0,5.0,0.005073406862500661,-0.04266480410136299,0.004848674919281441,0.0,0.0,4.9999999999999964,-0.008378976590593076,-0.04729835198998369,0.00833428614268141,0.0,0.0,-3.552713678800501e-15,-0.013452383453093738,-0.0046335478886207,0.003485611223399969,0.5080402969610811,-0.5077920397856509,2.896873952545553,0.2966277452813963,-0.896077424764048,0.18893930456299096,-0.2708489777509965,0.6370735428631817,0.492331430184492,-0.12089901296908664,-5.162348417744052,-0.2131476195118372,0.3828286001504536
482,1.4459999999999846,5.0,0.006126385004210044,-0.04211509554889609,0.004515467353564971,4.9999999999999964,-0.007334859434708797,-0.04700204101882029,0.008085528166569812,4.9999999999999964,-0.007334859434708797,-0.04700204101882029,0.008085528166569812,0.0,0.0,5.0,0.006126385004210044,-0.04211509554889609,0.004515467353564971,0.0,0.0,4.9999999999999964,-0.007334859434708797,-0.04700204101882029,0.008085528166569812,0.0,0.0,-3.552713678800501e-15,-0.01346124443891884,-0.0048869454699241935,0.0035700608130048404,0.5099733643721501,-0.5062994786726915,2.8964866489296033,0.2899147865539125,-0.8983581159750591,0.19142584061364054,-0.26880896477703653,0.644355803689673,0.49752037098644986,-0.12910120531656138,-5.167226491426684,-0.29321304158286166,0.38943263345533446
483,1.4489999999999845,5.0,0.007178296558857444,-0.04154728152458326,0.004178152907983126,4.9999999999999964,-0.006289465299632199,-0.04668552365564289,0.007829416291021499,4.9999999999999964,-0.006289465299632199,-0.04668552365564289,0.007829416291021499,0.0,0.0,5.0,0.007178296558857444,-0.04154728152458326,0.004178152907983126,0.0,0.0,4.9999999999999964,-0.006289465299632199,-0.04668552365564289,0.007829416291021499,0.0,0.0,-3.552713678800501e-15,-0.013467761858489642,-0.00513824213105963,0.003651263383038373,0.5119281495808466,-0.5047917628401462,2.8960743695458,0.28320543880730564,-0.9006158723591912,0.19387602746152652,-0.2666417369062674,0.6515950695655041,0.5025719441817905,-0.1374264612677334,-5.170352116508125,-0.3727797608730583,0.39582461869111135
484,1.4519999999999844,5.0,0.008228958391485826,-0.040961606134265784,0.0038370383746786805,4.9999999999999964,-0.005242976185655198,-0.046348935972710927,0.007566183453321274,4.9999999999999964,-0.005242976185655198,-0.046348935972710927,0.007566183453321274,0.0,0.0,5.0,0.008228958391485826,-0.040961606134265784,0.0038370383746786805,0.0,0.0,4.9999999999999964,-0.005242976185655198,-0.046348935972710927,0.007566183453321274,0.0,0.0,-3.552713678800501e-15,-0.013471934577141024,-0.005387329838445143,0.003729145078642594,0.5139045109028216,-0.5032693036315764,2.8956367475987084,0.2765024413839694,-0.90284917085425,0.1962897217164354,-0.26434848163925867,0.6587871073250112,0.5074864028565789,-0.14587398236395863,-5.171723916147055,-0.4518118132772343,0.40199862410372506
485,1.4549999999999843,5.0,0.009278187584711375,-0.04035832116246768,0.0034924340020265877,4.9999999999999964,-0.004195574283702571,-0.04599242267060592,0.00729606906736728,4.9999999999999964,-0.004195574283702571,-0.04599242267060592,0.00729606906736728,0.0,0.0,5.0,0.009278187584711375,-0.04035832116246768,0.0034924340020265877,0.0,0.0,4.9999999999999964,-0.004195574283702571,-0.04599242267060592,0.00729606906736728,0.0,0.0,-3.552713678800501e-15,-0.013473761868413946,-0.005634101508138242,0.003803635065340692,0.5159022940412029,-0.5017325114079508,2.8951734189582266,0.26980853201110566,-0.9050565145703966,0.19866678903281465,-0.2619304648625049,0.6659277127937686,0.5122640745418576,-0.154442880160533,-5.171341015265125,-0.5302733252023247,0.4079489162714036
486,1.4579999999999842,5.0,0.010325801470568998,-0.039737685964152725,0.003144653212458843,4.9999999999999964,-0.003147441943613008,-0.04561613701602406,0.007019318805920749,4.9999999999999964,-0.003147441943613008,-0.04561613701602406,0.007019318805920749,0.0,0.0,5.0,0.010325801470568998,-0.039737685964152725,0.003144653212458843,0.0,0.0,4.9999999999999964,-0.003147441943613008,-0.04561613701602406,0.007019318805920749,0.0,0.0,-3.552713678800501e-15,-0.013473243414182006,-0.005878451051871333,0.0038746655934619057,0.5179213321848212,-0.5001817953233492,2.8946840224272674,0.26312644566909693,-0.9072364346774997,0.201007104383028,-0.2593890305520959,0.6730127145394217,0.5169053615338767,-0.16313217698634996,-5.169203045356536,-0.6081285364831771,0.4136699653194833
487,1.460999999999984,5.0,0.011371617662314029,-0.039099967353225976,0.002794012317402458,4.9999999999999964,-0.002098761642392521,-0.04522024077588611,0.006736184377163246,4.9999999999999964,-0.002098761642392521,-0.04522024077588611,0.006736184377163246,0.0,0.0,5.0,0.011371617662314029,-0.039099967353225976,0.002794012317402458,0.0,0.0,4.9999999999999964,-0.002098761642392521,-0.04522024077588611,0.006736184377163246,0.0,0.0,-3.552713678800501e-15,-0.01347037930470655,-0.006120273422660132,0.003942172059760788,0.5199614461177612,-0.49861756309991423,2.894168200006768,0.25645891343512106,-0.9093874922865437,0.20331055233478598,-0.2567256004020475,0.6800379776466843,0.5214107411449845,-0.17194080683306398,-5.165310148681204,-0.6853418235679398,0.4191564499501372
488,1.463999999999984,5.0,0.0124154540861757,-0.038445439487829663,0.002440830229589891,4.9999999999999964,-0.0010497159524456624,-0.044804904147793104,0.00644692329576459,4.9999999999999964,-0.0010497159524456624,-0.044804904147793104,0.00644692329576459,0.0,0.0,5.0,0.0124154540861757,-0.038445439487829663,0.002440830229589891,0.0,0.0,4.9999999999999964,-0.0010497159524456624,-0.044804904147793104,0.00644692329576459,0.0,0.0,-3.552713678800501e-15,-0.013465170038621362,-0.00635946465996344,0.004006093066174699,0.5220224443402913,-0.4970402208022669,2.8936255971576417,0.24980866130352325,-0.9115082803211907,0.20557702733221367,-0.2539416733757903,0.6869994075100425,0.5257807658824524,-0.18086761637543597,-5.159662981828282,-0.7618777229449251,0.42440326228243747
489,1.4669999999999839,5.0,0.013457129013055407,-0.037774383752481155,0.0020854281730033563,4.9999999999999964,-4.875097901744542e-07,-0.04437030568685762,0.0061517986486697195,4.9999999999999964,-4.875097901744542e-07,-0.04437030568685762,0.0061517986486697195,0.0,0.0,5.0,0.013457129013055407,-0.037774383752481155,0.0020854281730033563,0.0,0.0,4.9999999999999964,-4.875097901744542e-07,-0.04437030568685762,0.0061517986486697195,0.0,0.0,-3.552713678800501e-15,-0.013457616522845581,-0.006595921934376463,0.004066370475666364,0.5241041232012037,-0.4954501726116089,2.893055863059269,0.24317840898459178,-0.9135974253755014,0.20780643397999624,-0.2510388251794817,0.693892953637461,0.5300160635526605,-0.18991136612421064,-5.152262718638349,-0.837700954781938,0.4294055124983494
490,1.4699999999999838,5.0,0.014496461090165325,-0.03708708863710489,0.0017281293907174201,4.9999999999999964,0.0010487410177394483,-0.043916632228942085,0.005851078855817484,4.9999999999999964,0.0010487410177394483,-0.043916632228942085,0.005851078855817484,0.0,0.0,5.0,0.014496461090165325,-0.03708708863710489,0.0017281293907174201,0.0,0.0,4.9999999999999964,0.0010487410177394483,-0.043916632228942085,0.005851078855817484,0.0,0.0,-3.552713678800501e-15,-0.013447720072425878,-0.006829543591837198,0.004122949465100063,0.5262062670415781,-0.49384782059974414,2.8924586508641315,0.2365708686835085,-0.9156535895537442,0.20999868733002322,-0.24801870765597456,0.7007146134581614,0.534117337288249,-0.19907073171253498,-5.143111052474207,-0.9127764467482083,0.43415853329043147
491,1.4729999999999837,5.0,0.015533269372601511,-0.036383849613008584,0.0013692588509048066,4.9999999999999964,0.0020977869622939432,-0.04344407881033724,0.0055450374260090024,4.9999999999999964,0.0020977869622939432,-0.04344407881033724,0.0055450374260090024,0.0,0.0,5.0,0.015533269372601511,-0.036383849613008584,0.0013692588509048066,0.0,0.0,4.9999999999999964,0.0020977869622939432,-0.04344407881033724,0.0055450374260090024,0.0,0.0,-3.552713678800501e-15,-0.013435482410307568,-0.007060229197328655,0.004175778575104196,0.5283286483499602,-0.49223356450325606,2.8918336179481816,0.22998874386137227,-0.917675472288151,0.2121537131699361,-0.24488304809846384,0.7074604361273381,0.5380853654960239,-0.20834430531657178,-5.132210197831857,-0.9870693579883162,0.4386578841071957
492,1.4759999999999835,5.0,0.016567373354845635,-0.035664969005859234,0.001009142951273398,4.9999999999999964,0.0031464676878112325,-0.042952848583915106,0.0052339527081476395,4.9999999999999964,0.0031464676878112325,-0.042952848583915106,0.0052339527081476395,0.0,0.0,5.0,0.016567373354845635,-0.035664969005859234,0.001009142951273398,0.0,0.0,4.9999999999999964,0.0031464676878112325,-0.042952848583915106,0.0052339527081476395,0.0,0.0,-3.552713678800501e-15,-0.013420905667034404,-0.007287879578055871,0.004224809756874242,0.5304710279289216,-0.49060780149808525,2.89118042615655,0.22343472798031078,-0.9196618121304218,0.21427144831296766,-0.24163364848302002,0.7141265263204899,0.5419210017236125,-0.2177305972105953,-5.119562891284894,-1.0605451032167668,0.4428993551922675
493,1.4789999999999834,5.0,0.01759859300219093,-0.03493075586571164,0.0006481092222030571,4.9999999999999964,0.004194600621812893,-0.04244315273179265,0.0049181076380768384,4.9999999999999964,0.004194600621812893,-0.04244315273179265,0.0049181076380768384,0.0,0.0,5.0,0.01759859300219093,-0.03493075586571164,0.0006481092222030571,0.0,0.0,4.9999999999999964,0.004194600621812893,-0.04244315273179265,0.0049181076380768384,0.0,0.0,-3.552713678800501e-15,-0.013403992380378038,-0.00751239686608101,0.004269998415873781,0.5326331550729513,-0.488970925974756,2.8904987420441803,0.21691150323481126,-0.9216113885127327,0.21635184088844966,-0.23827238461942127,0.72070904800989,0.5456251744430747,-0.2272280374564767,-5.105172391757299,-1.1331693769012614,0.4468789714136703
494,1.4819999999999833,5.0,0.018626748782085464,-0.03418152583414695,0.00028648602885206,4.9999999999999964,0.005242003287189527,-0.04191521037454363,0.004597789481246053,4.9999999999999964,0.005242003287189527,-0.04191521037454363,0.004597789481246053,0.0,0.0,5.0,0.018626748782085464,-0.03418152583414695,0.00028648602885206,0.0,0.0,4.9999999999999964,0.005242003287189527,-0.04191521037454363,0.004597789481246053,0.0,0.0,-3.552713678800501e-15,-0.013384745494895937,-0.007733684540396676,0.004311303452393993,0.5348147677575981,-0.4873233293145063,2.889788237110999,0.21042173927151056,-0.9235230234739705,0.2183948506323547,-0.23480120521990355,0.7272042282155796,0.5491988867499092,-0.2368349777270792,-5.089042480121346,-1.2049081775021362,0.45059299587975216
495,1.4849999999999832,5.0,0.019651661695388345,-0.03341760100857607,-7.539772749529297e-05,4.9999999999999964,0.006288493333969524,-0.041369248476997654,0.004273289571438873,4.9999999999999964,0.006288493333969524,-0.041369248476997654,0.004273289571438873,0.0,0.0,5.0,0.019651661695388345,-0.03341760100857607,-7.539772749529297e-05,0.0,0.0,4.9999999999999964,0.006288493333969524,-0.041369248476997654,0.004273289571438873,0.0,0.0,-3.552713678800501e-15,-0.01336316836141882,-0.007951647468421585,0.004348687298934166,0.5370155928397675,-0.4856653996665779,2.889048588031211,0.20396809189978757,-0.9253955833468887,0.22040044917722929,-0.23122213088566254,0.7336083607231634,0.5526432159761305,-0.24654969326268394,-5.071177458119062,-1.2757278317349359,0.45403793333846537
496,1.4879999999999831,5.0,0.020673153307532985,-0.0326393098037691,-0.00043721290856910355,4.9999999999999964,0.007333888571065716,-0.04080550175066699,0.0039449030458009226,4.9999999999999964,0.007333888571065716,-0.04080550175066699,0.0039449030458009226,0.0,0.0,5.0,0.020673153307532985,-0.0326393098037691,-0.00043721290856910355,0.0,0.0,4.9999999999999964,0.007333888571065716,-0.04080550175066699,0.0039449030458009226,0.0,0.0,-3.552713678800501e-15,-0.013339264736467269,-0.00816619194689789,0.004382115954370026,0.5392353462690493,-0.4839975217269289,2.888279476876334,0.19755320179559666,-0.9272279804018747,0.2223686203408697,-0.22753725301116362,0.739917809760605,0.5559593132163448,-0.2563703849591653,-5.051582146607518,-1.3455950188226973,0.4572105333569051
497,1.490999999999983,5.0,0.021691045779592133,-0.031846986810668006,-0.000798630438469631,4.9999999999999964,0.008378006997994321,-0.040224212552842975,0.0036129285764085538,4.9999999999999964,0.008378006997994321,-0.040224212552842975,0.0036129285764085538,0.0,0.0,5.0,0.021691045779592133,-0.031846986810668006,-0.000798630438469631,0.0,0.0,4.9999999999999964,0.008378006997994321,-0.040224212552842975,0.0036129285764085538,0.0,0.0,-3.552713678800501e-15,-0.013313038781597812,-0.00837722574217497,0.004411559014878184,0.5414737333099279,-0.48232007651863085,2.8874805913315753,0.19117969320107117,-0.9290191744430192,0.2242993604130883,-0.22374873260654252,0.746129013626169,0.5591484027660175,-0.2662951815862227,-5.030261883129949,-1.4144767947041552,0.4601077932782165
498,1.493999999999983,5.0,0.02270516189923891,-0.031040972652545008,-0.0011593216029663633,4.9999999999999964,0.009420666836560763,-0.039625630782405524,0.003277668098622477,4.9999999999999964,0.009420666836560763,-0.039625630782405524,0.003277668098622477,0.0,0.0,5.0,0.02270516189923891,-0.031040972652545008,-0.0011593216029663633,0.0,0.0,4.9999999999999964,0.009420666836560763,-0.039625630782405524,0.003277668098622477,0.0,0.0,-3.552713678800501e-15,-0.013284495062678148,-0.008584658129860517,0.0044369897015888405,0.5437304487747068,-0.4806334411742167,2.886651624905175,0.18485017262250444,-0.9307681743521887,0.22619267843991503,-0.2198587990386111,0.7522384882596337,0.562211781471392,-0.276322142133564,-5.007222518816564,-1.4823406161638457,0.4627269609531789
499,1.4969999999999828,5.0,0.023715325111599368,-0.03022161383856628,-0.0015189583484681044,4.9999999999999964,0.010461686562506758,-0.03901001377239048,0.0029394265364733694,4.9999999999999964,0.010461686562506758,-0.03901001377239048,0.0029394265364733694,0.0,0.0,5.0,0.023715325111599368,-0.03022161383856628,-0.0015189583484681044,0.0,0.0,4.9999999999999964,0.010461686562506758,-0.03901001377239048,0.0029394265364733694,0.0,0.0,-3.552713678800501e-15,-0.01325363854909261,-0.0087883999338242,0.0044583848849414735,0.5460051772669535,-0.4789379887202443,2.885792277130327,0.17856722752939067,-0.9324740395768383,0.22804859650458154,-0.21586974869121842,0.7582428307489082,0.5651508179908019,-0.2864492582825191,-4.98247041462062,-1.5491543648498742,0.4650655372439812
500,1.4999999999999827,5.0,0.02472135954998996,-0.029389262614826595,-0.0018772135803924103,4.9999999999999964,0.01150088493711319,-0.038377626179360955,0.002598511525329276,4.9999999999999964,0.01150088493711319,-0.038377626179360955,0.002598511525329276,0.0,0.0,5.0,0.02472135954998996,-0.029389262614826595,-0.0018772135803924103,0.0,0.0,4.9999999999999964,0.01150088493711319,-0.038377626179360955,0.002598511525329276,0.0,0.0,-3.552713678800501e-15,-0.013220474612876771,-0.00898836356453436,0.0044757251057216865,0.5482975934352462,-0.47723408786434207,2.8849022537593267,0.17233342505726923,-0.9341358815573356,0.22986715000463484,-0.2117839435459547,0.7641387227642278,0.5679669519674052,-0.2966744570001473,-4.956012436897189,-1.6148863711450467,0.46712127829791156
501,1.5029999999999826,5.0,0.025723090066535538,-0.028544276812916852,-0.002233761460662372,4.9999999999999964,0.01253808103875329,-0.03772873986963025,0.0022552331320969932,4.9999999999999964,0.01253808103875329,-0.03772873986963025,0.0022552331320969932,0.0,0.0,5.0,0.025723090066535538,-0.028544276812916852,-0.002233761460662372,0.0,0.0,4.9999999999999964,0.01253808103875329,-0.03772873986963025,0.0022552331320969932,0.0,0.0,-3.552713678800501e-15,-0.013185009027782248,-0.009184463056713395,0.0044889945927593655,0.5506073622369827,-0.47552210278500107,2.8839812669495695,0.16615131071717065,-0.9357528650896251,0.23164838792453463,-0.207603809684427,0.769922933912172,0.5706616931136591,-0.30699560325248687,-4.927855952333778,-1.6795054378570158,0.4688921975888907
502,1.5059999999999825,5.0,0.026720342262662157,-0.027687019696091227,-0.0025882777040610113,4.9999999999999964,0.013573094294390603,-0.037063633802385275,0.0019099035732119372,4.9999999999999964,0.013573094294390603,-0.037063633802385275,0.0019099035732119372,0.0,0.0,5.0,0.026720342262662157,-0.027687019696091227,-0.0025882777040610113,0.0,0.0,4.9999999999999964,0.013573094294390603,-0.037063633802385275,0.0019099035732119372,0.0,0.0,-3.552713678800501e-15,-0.013147247968271554,-0.009376614106294048,0.004498181277272948,0.5529341392119883,-0.4738023929243766,2.8830290354410697,0.1600234071145056,-0.9373242096191259,0.2333923731030926,-0.20333183571357524,0.7755923250018559,0.5732366202081555,-0.3174105028331862,-4.898008822243712,-1.7429808636931696,0.4703765677249922
503,1.5089999999999824,5.0,0.02771294251945915,-0.02681785980309776,-0.002940439873173117,4.9999999999999964,0.014605744511016244,-0.03638259390976079,0.0015628369306729896,4.9999999999999964,0.014605744511016244,-0.03638259390976079,0.0015628369306729896,0.0,0.0,5.0,0.02771294251945915,-0.02681785980309776,-0.002940439873173117,0.0,0.0,4.9999999999999964,0.014605744511016244,-0.03638259390976079,0.0015628369306729896,0.0,0.0,-3.552713678800501e-15,-0.013107198008442907,-0.009564734106663031,0.0045032768038461065,0.5552775707656357,-0.4720753127843594,2.8820452847251596,0.15395221268027234,-0.9388491904618389,0.23509918249512154,-0.1989705711157386,0.7811438512157776,0.5756933800057334,-0.3279169053033478,-4.866479396234945,-1.8052824664861387,0.47157292202030254
504,1.5119999999999822,5.0,0.02870071802790611,-0.02593717078974246,-0.0032899276716465277,4.9999999999999964,0.015635851907020038,-0.03568591297391582,0.0012143488663805889,4.9999999999999964,0.015635851907020038,-0.03568591297391582,0.0012143488663805889,0.0,0.0,5.0,0.02870071802790611,-0.02593717078974246,-0.0032899276716465277,0.0,0.0,4.9999999999999964,0.015635851907020038,-0.03568591297391582,0.0012143488663805889,0.0,0.0,-3.552713678800501e-15,-0.013064866120886073,-0.009748742184173362,0.0045042765380271165,0.5576372944611696,-0.4703412117261731,2.8810297472040456,0.14794020041747974,-0.94032713994873,0.23676890742667092,-0.1945226245254211,0.7865745651779784,0.5780336860620914,-0.3385125070380209,-4.833276505268651,-1.8663806061360164,0.4724800558296919
505,1.5149999999999821,5.0,0.029683496818958214,-0.025045331268252653,-0.0036364232355060363,4.9999999999999964,0.016663237143490005,-0.03497389050116526,0.000864756335037862,4.9999999999999964,0.016663237143490005,-0.03497389050116526,0.000864756335037862,0.0,0.0,5.0,0.029683496818958214,-0.025045331268252653,-0.0036364232355060363,0.0,0.0,4.9999999999999964,0.016663237143490005,-0.03497389050116526,0.000864756335037862,0.0,0.0,-3.552713678800501e-15,-0.013020259675468208,-0.00992855923291261,0.004501179570543898,0.5600129393209067,-0.4686004337737498,2.8799821623409225,0.14198981666569516,-0.9417574484895634,0.23840165384323803,-0.18999066193494357,0.7918816199123688,0.580259317474422,-0.3491949543743862,-4.798409454123582,-1.9262462072356783,0.4730970276452788
506,1.517999999999982,5.0,0.03066110779348561,-0.024142724644510474,-0.003979611422255231,4.9999999999999964,0.01768772135543478,-0.03424683259322075,0.0005143772958759636,4.9999999999999964,0.01768772135543478,-0.03424683259322075,0.0005143772958759636,0.0,0.0,5.0,0.03066110779348561,-0.024142724644510474,-0.003979611422255231,0.0,0.0,4.9999999999999964,0.01768772135543478,-0.03424683259322075,0.0005143772958759636,0.0,0.0,-3.552713678800501e-15,-0.012973386438050832,-0.010104107948710275,0.004493988718131194,0.5624041261359596,-0.4668533174211301,2.878902276800354,0.13610347988662688,-0.9431395655524769,0.239997542550356,-0.18537740483140125,0.7970622716843063,0.5823721175398977,-0.3599618468563005,-4.761888013283869,-1.984850781346019,0.4734231599535898
507,1.520999999999982,5.0,0.03163338075206139,-0.023229738953224017,-0.004319180097502695,4.9999999999999964,0.018709126182923523,-0.03350505181559618,0.00016353042346576267,4.9999999999999964,0.018709126182923523,-0.03350505181559618,0.00016353042346576267,0.0,0.0,5.0,0.03163338075206139,-0.023229738953224017,-0.004319180097502695,0.0,0.0,4.9999999999999964,0.018709126182923523,-0.03350505181559618,0.00016353042346576267,0.0,0.0,-3.552713678800501e-15,-0.012924254569137865,-0.010275312862372165,0.004482710520968458,0.5648104677841159,-0.46510019544412773,2.877789844578645,0.13028357947363847,-0.9444730005557171,0.24155670944597457,-0.1806856282675767,0.8021138827187774,0.5843739923341327,-0.3708107405695,-4.723722410269429,-2.0421664488883167,0.4734580398526337
508,1.5239999999999818,5.0,0.032600146424592615,-0.02230676669111006,-0.004654820418852707,4.9999999999999964,0.019727273802137894,-0.03274886706323435,-0.000187465182121077,4.9999999999999964,0.019727273802137894,-0.03274886706323435,-0.000187465182121077,0.0,0.0,5.0,0.032600146424592615,-0.02230676669111006,-0.004654820418852707,0.0,0.0,4.9999999999999964,0.019727273802137894,-0.03274886706323435,-0.000187465182121077,0.0,0.0,-3.552713678800501e-15,-0.01287287262245472,-0.010442100372124289,0.00446735523673163,0.5672315695554824,-0.4633413947164916,2.876644627123961,0.12453247458807132,-0.9457573236681044,0.2430793057440656,-0.1759181588696812,0.807033923788828,0.5862669092120466,-0.381739151561411,-4.683923320429741,-2.098165960621553,0.4732015194283262
