step,time,ctrl_drone_1_rotor1,ctrl_drone_1_rotor2,ctrl_drone_1_rotor3,ctrl_drone_1_rotor4,act_drone_1_rotor1,act_drone_1_rotor2,act_drone_1_rotor3,act_drone_1_rotor4,actuator_force_drone_1_rotor1,actuator_force_drone_1_rotor2,actuator_force_drone_1_rotor3,actuator_force_drone_1_rotor4,desired_Fx,desired_Fy,desired_Fz,desired_Tx,desired_Ty,desired_Tz,actual_Fx,actual_Fy,actual_Fz,actual_Tx,actual_Ty,actual_Tz,error_Fx,error_Fy,error_Fz,error_Tx,error_Ty,error_Tz,qpos_x,qpos_y,qpos_z,qpos_qw,qpos_qx,qpos_qy,qpos_qz,qvel_x,qvel_y,qvel_z,qvel_wx,qvel_wy,qvel_wz
140,0.4200000000000003,1.3725170906192092,1.3703908426091727,0.7447980887563943,1.5122939780152276,1.3623126255856381,1.3534836968560002,0.7512020519827596,1.5330012169890612,1.3623126255856381,1.3534836968560002,0.7512020519827596,1.5330012169890612,0.0,0.0,5.0,0.07696221372688684,-0.04858158664567583,-0.011480544618731969,0.0,0.0,4.999999591413459,0.07906280937359399,-0.043159305346981744,-0.011594553544149955,0.0,0.0,-4.085865406011635e-07,0.002100595646707143,0.005422281298694084,-0.00011400892541798581,0.06885325591538263,-0.03849132192217583,2.2689258105540446,0.6567276441805688,0.599805389877224,0.45138406261788266,-0.0720744313737397,0.5658996072235453,-0.43693249881382823,1.1406742406917434,9.482369591476404,1.8729616249162753,0.23159435050658092
141,0.4230000000000003,1.3742091073268328,1.3698724472414785,0.7467905459823909,1.509127899449299,1.3628028945903892,1.3554109072730995,0.7498718193211624,1.5319140164315956,1.3628028945903892,1.3554109072730995,0.7498718193211624,1.5319140164315956,0.0,0.0,5.0,0.0766674013552261,-0.04881631091366198,-0.011370010400723319,0.0,0.0,4.999999637616247,0.07894341844277229,-0.04364279661107305,-0.01161975314689715,0.0,0.0,-3.62383753227391e-07,0.0022760170875461977,0.00517351430258893,-0.00024974274617383177,0.07056968376935255,-0.03983333414922883,2.2723432185719035,0.6468281393739141,0.609534830858442,0.45187974282283605,-0.07671600948184937,0.57214261798997,-0.4473374090176662,1.1391360059529256,9.591527962716118,1.807535238985135,0.2217739950264409
142,0.4260000000000003,1.3759876422015254,1.3691626019320946,0.7490411910863214,1.505808564780061,1.3633880359167616,1.35714943182948,0.7487989890375623,1.5306632218106397,1.3633880359167616,1.35714943182948,0.7487989890375623,1.5306632218106397,0.0,0.0,5.0,0.07635924139631689,-0.0490300488267236,-0.011249135001364636,0.0,0.0,4.999999678594444,0.07881028368603592,-0.04410752568980396,-0.011634384430286936,0.0,0.0,-3.214055563915963e-07,0.002451042289719027,0.00492252313691964,-0.0003852494289222994,0.07230428372340758,-0.04120675342176646,2.2757551125769067,0.636732813752587,0.6192236230828667,0.4522097279102107,-0.08148490958585725,0.5781999846850095,-0.4578064241792106,1.1372980016677137,9.70041365553547,1.7412578140757193,0.2119408278287448
143,0.4290000000000003,1.3778507673531688,1.3682627751366128,0.7515482873635146,1.5023381701467056,1.3640678299694988,1.3586984914405487,0.747984224625458,1.5292491689033385,1.3640678299694988,1.3586984914405487,0.747984224625458,1.5292491689033385,0.0,0.0,5.0,0.07603778749997474,-0.049222708497956055,-0.011118028358499545,0.0,0.0,4.999999714938844,0.07866342828068308,-0.0445532927881251,-0.011638434086233954,0.0,0.0,-2.850611560134553e-07,0.0026256407807083437,0.004669415709830954,-0.000520405727734409,0.07405647141706688,-0.04261175092295777,2.2791605934968633,0.6264403860366925,0.6288645435041119,0.45237165925444706,-0.08638119337531854,0.5840625645530986,-0.4683325003971033,1.1351603066521792,9.809002354326742,1.6741541090422902,0.20210363476231627
144,0.43200000000000033,1.379796428240872,1.3671746072695647,0.7543099145781673,1.4987190499113971,1.3648419230863977,1.3600574818177995,0.7474280028045961,1.5276723394646419,1.3648419230863977,1.3600574818177995,0.7474280028045961,1.5276723394646419,0.0,0.0,5.0,0.07570309563045373,-0.04939420710208713,-0.01097680971542883,0.0,0.0,4.999999747173435,0.0785028777928644,-0.04497990626349595,-0.011631898430871708,0.0,0.0,-2.5282656501701695e-07,0.002799782162410669,0.0044143008385911855,-0.0006550887154428784,0.0758256350486133,-0.044048475790169066,2.282558763509362,0.6159496757570875,0.6384502052760026,0.45236323555574887,-0.09140478890793449,0.5897212105154728,-0.478908289070431,1.1327233374995749,9.917269689592462,1.606249392584561,0.1922712054298549
145,0.43500000000000033,1.381822445545187,1.3658999090102344,0.7573239707062479,1.4949536747383312,1.3657098276791306,1.361225973743332,0.747130613272554,1.5259333610679364,1.3657098276791306,1.361225973743332,0.747130613272554,1.5259333610679364,0.0,0.0,5.0,0.07535522405670322,-0.04954447091108398,-0.01082560751245698,0.0,0.0,4.999999775762953,0.07832866017311811,-0.045387182708197235,-0.011614783407893757,0.0,0.0,-2.2423704670870848e-07,0.0029734361164148876,0.004157288202886744,-0.0007891758954367764,0.07761113540926075,-0.04551705420188609,2.285948727095929,0.6052596093086359,0.6479730602884005,0.4521822161586503,-0.0965554859647818,0.5951667868824831,-0.48952613723900884,1.1299878621891186,10.025191250532103,1.5375694426374404,0.18245232519377685
146,0.43800000000000033,1.3839265171689497,1.3644406594602967,0.7605881738285855,1.4910446495421685,1.3666709225099116,1.3622037131904392,0.7470921586118956,1.5240330068073342,1.3666709225099116,1.3622037131904392,0.7470921586118956,1.5240330068073342,0.0,0.0,5.0,0.07499423334222349,-0.04967343532584909,-0.010664559270073988,0.0,0.0,4.99999980111958,0.0781408057514911,-0.045774947028112106,-0.011587104583139489,0.0,0.0,-1.9888041968840753e-07,0.003146572409267606,0.0038984882977369864,-0.0009225453130655009,0.07941230596683088,-0.047017588467890774,2.2893295921366814,0.5943692261131458,0.6574254020702328,0.45182642445727406,-0.1018329314348228,0.6003901858567119,-0.5001780886682278,1.1269550135840545,10.132742597902148,1.4681405453571783,0.17265576718596082
147,0.44100000000000034,1.3861062203649757,1.3627990041549851,0.7641000641724073,1.4869947113076343,1.367724453103868,1.3629906212902796,0.7473125543529278,1.5219721948618168,1.367724453103868,1.3629906212902796,0.7473125543529278,1.5219721948618168,0.0,0.0,5.0,0.07462018633452171,-0.0497810449039918,-0.010493811463878547,0.0,0.0,4.999999823608892,0.07793934723224775,-0.04614303251794026,-0.011548887130429508,0.0,0.0,-1.763911079422087e-07,0.003319160897726048,0.003638012386051541,-0.001055075666550961,0.08122845300130518,-0.048550156125052826,2.292700471044989,0.583277684882337,0.6667993690720962,0.4512937513834712,-0.10723662473982731,0.6053823448247655,-0.5108558857206839,1.1236263027691882,10.239899277127273,1.3979894936825705,0.16289028432866196
148,0.44400000000000034,1.3883590139886446,1.3609772529296738,0.7678570062994751,1.4828067267822096,1.3688695322968436,1.363586794144783,0.7477915291919477,1.5197519879215475,1.3688695322968436,1.363586794144783,0.7477915291919477,1.5197519879215475,0.0,0.0,5.0,0.07423314815417043,-0.04986725338366319,-0.010313519391356473,0.0,0.0,4.999999843555122,0.07772431968816605,-0.046491280932813114,-0.011500165808663088,0.0,0.0,-1.5644487838528676e-07,0.0034911715339956267,0.0033759724508500774,-0.0011866464173066141,0.08305885579460208,-0.05011480904122248,2.2960604819415154,0.5719842699704508,0.6760869483403702,0.45058215897351117,-0.11276591331136751,0.6101342644322996,-0.5215509720565511,1.120003632175321,10.346636831639474,1.327143585450226,0.15316460137385318
149,0.44700000000000034,1.3906822408733635,1.3589778776438615,0.7718561914387891,1.4784836900439906,1.3701051409182314,1.3639925024860737,0.7485286253647306,1.5173735924768046,1.3701051409182314,1.3639925024860737,0.7485286253647306,1.5173735924768046,0.0,0.0,5.0,0.07383318618347016,-0.04993202370344428,-0.010123847030635515,0.0,0.0,4.99999986124584,0.07749576055442318,-0.046819542556277,-0.011440984930198746,0.0,0.0,-1.387541601616249e-07,0.00366257437095302,0.0031124811471672786,-0.0013171378995632307,0.08490276687690194,-0.051711572529835034,2.299408749866821,0.5604883978053787,0.6852799795942675,0.44968968400847475,-0.11841998813206915,0.6146370274332885,-0.5322544962041843,1.1160893084352759,10.452930816421212,1.255630621043355,0.14348740696823087
150,0.45000000000000034,1.3930731303267445,1.3568035097646511,0.7760946399617573,1.4740287199468485,1.3714301286082997,1.3642081911828288,0.7495231991748712,1.5148383579701008,1.3714301286082997,1.3642081911828288,0.7495231991748712,1.5148383579701008,0.0,0.0,5.0,0.07342037005471845,-0.04997532801827889,-0.009924966891344957,0.0,0.0,4.9999998769361005,0.07725370962207005,-0.047127676264615656,-0.011371398320546386,0.0,0.0,-1.2306389951532992e-07,0.0038333395673516013,0.0028476517536632356,-0.0014464314292014294,0.08675941233180434,-0.05334044447796022,2.302744408031562,0.5487896233864464,0.6943701597166799,0.44861444172296916,-0.12419787935381503,0.6188818183007985,-0.5429573160417278,1.1118860549135583,10.55875681172796,1.18347890055406,0.133867345751102
151,0.45300000000000035,1.3955288007452344,1.3544569378119906,0.7805692039975756,1.469445057445203,1.3728432147693508,1.364234478594122,0.7507744216764489,1.5121477758121908,1.3728432147693508,1.364234478594122,0.7507744216764489,1.5121477758121908,0.0,0.0,5.0,0.07299477163808693,-0.04999714771144439,-0.00971705985771577,0.0,0.0,4.999999890852113,0.07699820903109708,-0.04741554958748331,-0.011291469269407696,0.0,0.0,-1.0914788717286683e-07,0.004003437393010151,0.002581598123961075,-0.001574409411691926,0.08862799216255203,-0.055001394490648864,2.3060665991031093,0.5368876468362637,0.7033490476690305,0.44735462957625305,-0.13009845200609488,0.6228599435825615,-0.5536500042295468,1.1073970238491366,10.664090436964786,1.1107172204397044,0.12431301049233816
152,0.45600000000000035,1.3980462623447636,1.3519411046680139,0.785276570186443,1.4647360628007828,1.374342989649922,1.3640721557714408,0.7522812795103552,1.5093034782627903,1.374342989649922,1.3640721557714408,0.7522812795103552,1.5093034782627903,0.0,0.0,5.0,0.07255646502910902,-0.04999747340255505,-0.00950031502406386,0.0,0.0,4.999999903194508,0.07672930326309164,-0.04768303876482173,-0.011201270473109308,0.0,0.0,-9.680549162283114e-08,0.004172838233982623,0.0023144346377333216,-0.0017009554490454472,0.09050768072149348,-0.0566943630545451,2.3093744765272546,0.5247823199933161,0.7122080698396291,0.44590853107932826,-0.13612040180817805,0.6265628529804842,-0.5643228546320791,1.1026258080483786,10.76890736469105,1.037374869654578,0.11483293427754608
153,0.45900000000000035,1.400622420005001,1.3492591047529752,0.7902132625681262,1.459905212673901,1.3759279155611064,1.363722185509691,0.7540425758934817,1.5063072371769521,1.3759279155611064,1.363722185509691,0.7540425758934817,1.5063072371769521,0.0,0.0,5.0,0.07210552653578008,-0.049976304951594795,-0.009274929522806232,0.0,0.0,4.999999914141231,0.07644703913348859,-0.04793002880003637,-0.01110088396848083,0.0,0.0,-8.585876898337119e-08,0.004341512597708513,0.002046276151558425,-0.0018259544456745973,0.0923976272048801,-0.058419260723843736,2.3126672058834434,0.5124736530312628,0.7209385258342447,0.4442745196710192,-0.14226225109924814,0.6299821611288718,-0.5749658897662107,1.0975764520628772,10.873183334726658,0.9634816252387715,0.10543558274756129
154,0.46200000000000035,1.4032540762245223,1.346414181070367,0.7953756456032717,1.4549560971018418,1.3775963282239494,1.3631857012481436,0.7560569317598335,1.5031609626181772,1.3775963282239494,1.3631857012481436,0.7560569317598335,1.5031609626181772,0.0,0.0,5.0,0.0716420346652723,-0.049933651458977324,-0.00904110834516627,0.0,0.0,4.999999923850104,0.07615146578341496,-0.04815641350940823,-0.010990401058238071,0.0,0.0,-7.614989616655521e-08,0.004509431118142657,0.001777237949569091,-0.0019492927130718013,0.09429695621500492,-0.06017596733177823,2.3159439662717975,0.49996182109019394,0.7295315947167405,0.4424510626355337,-0.14852234490107827,0.6331096700416061,-0.5855688693114971,1.0922534627847529,10.976894168332839,0.8890677473469878,0.09612934639932297
155,0.46500000000000036,1.4059379341842295,1.3434097221239423,0.8007599273247237,1.4498924163671079,1.3793464382467484,1.362464005822403,0.758322787052496,1.4998667013394535,1.3793464382467484,1.362464005822403,0.758322787052496,1.4998667013394535,0.0,0.0,5.0,0.07116607011026697,-0.04986953126163385,-0.00879906415473147,0.0,0.0,4.999999932461101,0.07584263467113031,-0.04836209556772017,-0.010869922227939179,0.0,0.0,-6.753889891797371e-08,0.004676564560863336,0.001507435693913678,-0.002070858073207709,0.09620476839158637,-0.06196433123092465,2.3192039517299676,0.48724717090441483,0.7379783417066914,0.440436725053474,-0.15489884712823995,0.6359373921938153,-0.5961212997154759,1.0866618193900552,11.080015782439913,0.8141639737008026,0.08692253295512811
156,0.46800000000000036,1.4086706009162113,1.340249258709441,0.8063621626160278,1.4447179777583212,1.3811763327309619,1.3615585700686095,0.7608384021652537,1.4964266351335456,1.3811763327309619,1.3615585700686095,0.7608384021652537,1.4964266351335456,0.0,0.0,5.0,0.07067771573490601,-0.04978397192512993,-0.008549017094032892,0.0,0.0,4.999999940098371,0.07552059956306445,-0.04854698655007722,-0.010739557054589094,0.0,0.0,-5.990162943447785e-08,0.004842883828158437,0.0012369853750527071,-0.0021905399605562023,0.0981201411141825,-0.06378416856569945,2.322446372677645,0.4743302274106484,0.7462697253398878,0.4382301737777534,-0.16138973696122236,0.6384575741987096,-0.606612444924931,1.0808069825591429,11.182524203894165,0.7388015134488382,0.07782335980720803
157,0.47100000000000036,1.4114485905750758,1.336936460584,0.8121782566141731,1.4394366922267525,1.3830839770043029,1.3604710312812223,0.7636018595325225,1.4928430790539735,1.3830839770043029,1.3604710312812223,0.7636018595325225,1.4928430790539735,0.0,0.0,5.0,0.0701770565603655,-0.04967701023181494,-0.008291194584322568,0.0,0.0,4.9999999468720215,0.07518541652445315,-0.04871100696990294,-0.010599424106975563,0.0,0.0,-5.3127978461020575e-08,0.005008359964087647,0.000966003261912006,-0.0023082295226529957,0.10004212927728828,-0.06563526258051326,2.3256704573863494,0.4612117003198973,0.7543966050965545,0.4358301814253687,-0.16799280539819042,0.6406627210352612,-0.6170313382712697,1.0746949029013964,11.284395583695567,0.6630120404202355,0.06883994654449448
158,0.47400000000000037,1.4142683278088142,1.333475133016234,0.8182039682334988,1.434052570941457,1.3850672164794828,1.3592031915258487,0.7666110653661322,1.4891184795082464,1.3850672164794828,1.3592031915258487,0.7666110653661322,1.4891184795082464,0.0,0.0,5.0,0.06966417975005385,-0.04954869216500915,-0.008025831118730658,0.0,0.0,4.99999995287971,0.07483714390957483,-0.04885408631309526,-0.010449650837827201,0.0,0.0,-4.7120289892177425e-08,0.005172964159520982,0.0006946058519138876,-0.0024238197190965434,0.10196976613962015,-0.0675173629671187,2.3288754534718805,0.447892490635581,0.7623497495009544,0.4332356303754882,-0.17470565200142524,0.6425456207772906,-0.6273667955351471,1.0683320285103746,11.385606211197848,0.5868276857578163,0.05998030756837314
159,0.47700000000000037,1.4171261512260014,1.3298692132201761,0.8244349138076399,1.4285697217461837,1.3871237786369381,1.357757015808723,0.7698637515373622,1.4852554122250288,1.3871237786369381,1.357757015808723,0.7698637515373622,1.4852554122250288,0.0,0.0,5.0,0.06913917459443676,-0.0493990728892353,-0.007753168048990781,0.0,0.0,4.999999958208052,0.07447584235158815,-0.048976163068327014,-0.010290373467891772,0.0,0.0,-4.179194768028083e-08,0.0053366677571513865,0.0004229098209082849,-0.002537205418900992,0.10390206424892809,-0.06943018525475508,2.332060629406604,0.4343736970999664,0.7701198446948231,0.43044551676384396,-0.18152568185476464,0.6440993697693114,-0.637607429212128,1.0617253115745482,11.486132528242193,0.5102810299184323,0.051252344804137547
160,0.48000000000000037,1.420018316956202,1.3261227666763156,0.8308665708462246,1.4229923455212605,1.3892512751297614,1.3561346301045574,0.773357477602507,1.481256580097042,1.3892512751297614,1.3561346301045574,0.773357477602507,1.481256580097042,0.0,0.0,5.0,0.06860213249549213,-0.0492282167265031,-0.007473453365927248,0.0,0.0,4.999999962933868,0.0741015747519739,-0.04907718475347697,-0.01012173686203996,0.0,0.0,-3.70661323856325e-08,0.0054994422564817735,0.0001510319730261278,-0.002648283496112711,0.10583801644349569,-0.07137341024674754,2.3352252760485084,0.4206566225503414,0.7776975034857825,0.4274589544629602,-0.18845010274859378,0.6453173981892006,-0.6477416639974839,1.054882213968098,11.585951143195729,0.43340509402906335,0.04266384051477158
161,0.4830000000000004,1.422941002300237,1.3222399833430498,0.837494281902966,1.41732473245375,1.3914472040089405,1.354338319244612,0.7770896329701237,1.4771248109016142,1.3914472040089405,1.354338319244612,0.7770896329701237,1.4771248109016142,0.0,0.0,5.0,0.06805314695079703,-0.04903619712865693,-0.00718694147390397,0.0,0.0,4.999999967125291,0.0737144062695819,-0.04915710793818148,-0.009943894397507431,0.0,0.0,-3.2874709177121986e-08,0.0056612593187848614,-0.00012091080952455341,-0.002756952923603461,0.10777659693129299,-0.07334668350726019,2.3383687081837463,0.4067427801658554,0.7850732748705154,0.4242751790373203,-0.19547592260911922,0.6461934959324318,-0.6577577535042148,1.0478107117459439,11.685038844865927,0.3562333305884626,0.0342224502235951
162,0.4860000000000004,1.4258903094669535,1.3182251737620416,0.8443132585517075,1.4115712582193,1.3937089520668904,1.3523705246669602,0.7810574392079888,1.472863054900909,1.3937089520668904,1.3523705246669602,0.7810574392079888,1.472863054900909,0.0,0.0,5.0,0.06749231353725026,-0.04882309664579853,-0.006893892959440231,0.0,0.0,4.999999970842748,0.07331440430928504,-0.04921589826249528,-0.009757007824394842,0.0,0.0,-2.9157251724143407e-08,0.005822090772034785,-0.00039280161669675434,-0.0028631148649546113,0.10971676244753477,-0.07534961490193227,2.341490266079148,0.3926338995854541,0.7922376540310524,0.4208935516621678,-0.20259994718879354,0.6467218387472591,-0.6676437982240268,1.0405192984672225,11.783372616261998,0.2787996135052737,0.02593569575220815
163,0.4890000000000004,1.4288622693930186,1.3140827650609754,0.8513185854668641,1.4057363800791451,1.396033797297155,1.3502338420310378,0.7852579524876668,1.4684743823239783,1.396033797297155,1.3502338420310378,0.7852579524876668,1.4684743823239783,0.0,0.0,5.0,0.06691972989443243,-0.048589006890798356,-0.006594574354203586,0.0,0.0,4.999999974139838,0.0729016385102429,-0.04925353045165476,-0.009561247118552912,0.0,0.0,-2.586016201178154e-08,0.005981908615810466,-0.0006645235608564032,-0.002966672764349326,0.11165745349116948,-0.07738177819614124,2.3445893170409633,0.3783319328768911,0.7991810928010259,0.41731356299425854,-0.20981877803483695,0.6468970145449047,-0.6773877647363201,1.033016987271869,11.880929648174542,0.20113822746490229,0.01781095838006351
164,0.4920000000000004,1.4318528456422033,1.309817296857354,0.8585052246046092,1.3998246328958375,1.398418911468036,1.3479310186986884,0.7896880661644782,1.4639619807328912,1.398418911468036,1.3479310186986884,0.7896880661644782,1.4639619807328912,0.0,0.0,5.0,0.06633549570760741,-0.04833402849991079,-0.006289257892595705,0.0,0.0,4.999999977064094,0.07247618073377608,-0.04926998832693551,-0.009356790326985977,0.0,0.0,-2.2935905619192454e-08,0.006140685026168671,-0.0009359598270247196,-0.0030675324343902716,0.11359759564058002,-0.07944271071463695,2.347665256975871,0.36383906033639407,0.8058940105971901,0.41353483698253524,-0.21712881075282367,0.6467140498035108,-0.6869775061652335,1.025313311635808,11.977687352544786,0.12328385661863434,0.009855472131887979
165,0.4950000000000004,1.434857938380506,1.305433417067046,0.8658680194811175,1.3938406250713316,1.4008613628078068,1.3454649510840362,0.7943445134905306,1.4593291522753027,1.4008613628078068,1.3454649510840362,0.7943445134905306,1.4593291522753027,0.0,0.0,5.0,0.06573971269036714,-0.04805827108951013,-0.005978221264151349,0.0,0.0,4.999999979657677,0.07203810505085424,-0.049265264812600976,-0.009143823405915026,0.0,0.0,-2.0342323381328242e-08,0.006298392360487098,-0.0012069937230908476,-0.003165602141763677,0.11553610094851822,-0.08153191306627533,2.3507175119500654,0.349157696098211,0.8123668058098913,0.40955713460638093,-0.22452623358226154,0.6461684359794042,-0.6964007838794626,1.0174183247315454,12.07362337559507,0.04527157258988569,0.0020763171990562292
166,0.4980000000000004,1.4378733884234598,1.3009358776213729,0.8734016995440096,1.3877890344111616,1.4033581187990534,1.3428386818746274,0.7992238704583646,1.4545793108259324,1.4033581187990534,1.3428386818746274,0.7992238704583646,1.4545793108259324,0.0,0.0,5.0,0.06513248456692386,-0.047761853208966025,-0.005661747360975986,0.0,0.0,4.999999981957978,0.07158748772919939,-0.04923936193893837,-0.00892254005164713,0.0,0.0,-1.804202209854111e-08,0.006455003162275527,-0.001477508729972342,-0.0032607926906711446,0.11747186941602061,-0.08364884893754716,2.3537455397420337,0.3342904935329631,0.8185898676445107,0.40538035752883267,-0.23200702630098977,0.6452561558341284,-0.7056452904239423,1.0093425973226975,12.168715610692503,-0.032863178206172225,-0.005519586499102667
167,0.5010000000000003,1.440894981351803,1.2963295300965925,0.8811008846331505,1.3816746039184575,1.4059060490795852,1.3400553971263975,0.8043225587726505,1.4497159790195289,1.4059060490795852,1.3400553971263975,0.8043225587726505,1.4497159790195289,0.0,0.0,5.0,0.06451391705405171,-0.04744490228967858,-0.005340124020451454,0.0,0.0,4.999999983998162,0.0711244072200066,-0.049192290841380354,-0.008693141524405368,0.0,0.0,-1.6001838076817876e-08,0.006610490165954885,-0.001747388551701777,-0.003353017503953914,0.11940379054476288,-0.08579294495854682,2.356748831384403,0.31924035041348764,0.8245535884041832,0.40100455165189924,-0.23956695947504866,0.6439737095807544,-0.7146986736665512,1.0010972141232142,12.26294221091817,-0.11108458793199462,-0.012925485608210777
168,0.5040000000000003,1.4439184516917118,1.2916193212597649,0.8889600895268266,1.3755021375216994,1.4085019284472529,1.3371184232351336,0.809636848947261,1.4447427851779957,1.4085019284472529,1.3371184232351336,0.809636848947261,1.4447427851779957,0.0,0.0,5.0,0.06388411784268191,-0.047107554590294975,-0.005013643763443908,0.0,0.0,4.999999985807643,0.07064894414428538,-0.04912407175571301,-0.008455836465279233,0.0,0.0,-1.419235662325491e-08,0.006764826301603466,-0.002016517165418036,-0.0034421927018353253,0.12133074496700759,-0.08796359064495719,2.3597269126900673,0.3040104138266726,0.830248376202342,0.39642991056093113,-0.24720159407043427,0.6423181407482369,-0.7235485621367919,0.992693768554767,12.356281601314688,-0.18935650138697194,-0.0201347994802361
169,0.5070000000000003,1.446939487155681,1.2868102885349786,0.8969737285692524,1.369276495740093,1.4111424399659116,1.3340312237872047,0.8151628635249358,1.4396634601344571,1.4111424399659116,1.3340312237872047,0.8151628635249358,1.4396634601344571,0.0,0.0,5.0,0.06324319657915409,-0.0467499551381313,-0.004682603528252101,0.0,0.0,4.99999998741251,0.07016118127882282,-0.04903473400937236,-0.008210840706462212,0.0,0.0,-1.2587490161308779e-08,0.006917984699668728,-0.0022847788712410597,-0.0035282371782101108,0.1232516061519818,-0.09016013841953802,2.3626793457575843,0.2886040848096645,0.8356646680918399,0.3916567788448407,-0.254906281442836,0.6402870616580725,-0.7321825915269395,0.9841443558390052,12.448712490785544,-0.26764243075615957,-0.027141126157795778
170,0.5100000000000003,1.449953732940082,1.2819075553940418,0.9051361203753244,1.3630025912905532,1.413824178169669,1.330797396292442,0.8208965804166493,1.4344818339571372,1.413824178169669,1.330797396292442,0.8208965804166493,1.4344818339571372,0.0,0.0,5.0,0.06259126484612697,-0.046372257666824575,-0.004347304400537819,0.0,0.0,4.9999999888358975,0.06966120354177147,-0.04892431600883246,-0.00795837707494891,0.0,0.0,-1.1164102531324716e-08,0.007069938695644498,-0.0025520583420078832,-0.003611072674411092,0.12516524218719163,-0.09238190371649635,2.36560573045068,0.27302502268878265,0.8407929435955817,0.38668565527886956,-0.2626761637210686,0.6378786784032815,-0.7405884323194467,0.9754615643651264,12.540213883620233,-0.34590557104645864,-0.0339382481959241
171,0.5130000000000003,1.4529567960754126,1.276916326675798,0.9134414926084403,1.356685384640349,1.4165436523624648,1.327420668802155,0.8268338363576848,1.429201832576025,1.4165436523624648,1.327420668802155,0.8268338363576848,1.429201832576025,0.0,0.0,5.0,0.06192843614315231,-0.04597462455024204,-0.004008051339484409,0.0,0.0,4.999999990098329,0.069149097977865,-0.04879286522309101,-0.007698675189870455,0.0,0.0,-9.901670594558709e-09,0.007220661834712691,-0.0028182406728489706,-0.003690623850386046,0.12707051763283914,-0.0946281651719888,2.368505705846512,0.25727714909948274,0.845623738621727,0.3815171958565364,-0.27050617459943577,0.6350918152158304,-0.748753818497484,0.9666584652775017,12.630765090619944,-0.4241088162067873,-0.0405201383160133
172,0.5160000000000003,1.4559442498251103,1.2718418838382703,0.9218839868271541,1.3503298795094663,1.419297290009936,1.3239048964153637,0.8329703304773234,1.4238274743153834,1.419297290009936,1.3239048964153637,0.8329703304773234,1.4238274743153834,0.0,0.0,5.0,0.06125482586691486,-0.04555722673267583,-0.0036651529004321057,0.0,0.0,4.999999991218006,0.06862495374326325,-0.04864043816325933,-0.00743197125365231,0.0,0.0,-8.781993798834264e-09,0.007370127876348387,-0.0030832114305835018,-0.0037668183532202043,0.12896629544715432,-0.09689816490385401,2.371378951647211,0.24136465166581483,0.8501476597446879,0.3761522166574103,-0.27839104055372654,0.6319259381050636,-0.7566665772884046,0.957748600232916,12.720345739799383,-0.5022147759272968,-0.04688096488678638
173,0.5190000000000003,1.4589116381288618,1.266689580147908,0.9304576633963823,1.3439411183268515,1.4220814402204276,1.3202540576764332,0.8393016279789528,1.4183628663352572,1.4220814402204276,1.3202540576764332,0.8393016279789528,1.4183628663352572,0.0,0.0,5.0,0.06057055129114205,-0.04512024365535331,-0.0033189209542427663,0.0,0.0,4.999999992211071,0.0680888620900299,-0.04846710035826507,-0.0071585078371846494,0.0,0.0,-7.788928613194912e-09,0.007518310798887852,-0.003346856702911759,-0.003839586882941883,0.13085143898009408,-0.09919110888350204,2.374225189549058,0.22529198731797506,0.8543553988312287,0.3705916965373896,-0.2863252824949075,0.628381177646585,-0.7643146598826754,0.9487459672823642,12.808935786641145,-0.5801857931111827,-0.053015097227320195
174,0.5220000000000004,1.4618544800862217,1.2614648358102523,0.9391565064588137,1.337524177644715,1.4248923773119304,1.3164722508673854,0.845823163927308,1.4128122009852162,1.4248923773119304,1.3164722508673854,0.845823163927308,1.4128122009852162,0.0,0.0,5.0,0.05987573154618713,-0.04466386317929436,-0.002969670403648988,0.0,0.0,4.99999999309184,0.06754091635024531,-0.04827292632667915,-0.006878533659200443,0.0,0.0,-6.908160266050345e-09,0.00766518480405818,-0.0036090631473847876,-0.003908863255551455,0.13272481403248912,-0.10150616740269243,2.3770441845635726,0.20906388522680058,0.8582377479891148,0.3648367796282795,-0.2943032178738687,0.6244583507983492,-0.7716861730634641,0.939665004838261,12.896515523880018,-0.65798396201118,-0.05891711072729531
175,0.5250000000000004,1.464768274476335,1.2561731330464143,0.9479744289621446,1.3310841635151114,1.4277263044616377,1.3125636901982554,0.852530247139464,1.4071797520736549,1.4277263044616377,1.3125636901982554,0.852530247139464,1.4071797520736549,0.0,0.0,5.0,0.0591704875982887,-0.044188281504549176,-0.0026177188968456943,0.0,0.0,4.999999993873011,0.06698121191975731,-0.04805799954467743,-0.006592303360062127,0.0,0.0,-6.126988694177271e-09,0.007810724321468614,-0.003869718040128256,-0.003974584463216432,0.13458529097734476,-0.10384247563771634,2.3798357462846558,0.19268534933437848,0.861785614813864,0.3588887776336198,-0.30231896324978513,0.6201589816185497,-0.7787694116746366,0.9305205736943878,12.983065590795658,-0.7355711470212816,-0.06458179177981904
