step,time,ctrl_drone_1_rotor1,ctrl_drone_1_rotor2,ctrl_drone_1_rotor3,ctrl_drone_1_rotor4,act_drone_1_rotor1,act_drone_1_rotor2,act_drone_1_rotor3,act_drone_1_rotor4,actuator_force_drone_1_rotor1,actuator_force_drone_1_rotor2,actuator_force_drone_1_rotor3,actuator_force_drone_1_rotor4,desired_Fx,desired_Fy,desired_Fz,desired_Tx,desired_Ty,desired_Tz,actual_Fx,actual_Fy,actual_Fz,actual_Tx,actual_Ty,actual_Tz,error_Fx,error_Fy,error_Fz,error_Tx,error_Ty,error_Tz,qpos_x,qpos_y,qpos_z,qpos_qw,qpos_qx,qpos_qy,qpos_qz,qvel_x,qvel_y,qvel_z,qvel_wx,qvel_wy,qvel_wz
406,1.2179999999999929,1.2464361463188685,1.3872551932858967,1.4324677049167929,0.9338409554784453,1.125402008584354,1.4473109603926044,1.4061628273898554,1.0211242036331891,1.125402008584354,1.4473109603926044,1.4061628273898554,1.0211242036331891,0.0,0.0,5.0,-0.06394457964053778,-0.02673826792095258,0.005367115537069723,0.0,0.0,5.000000000000003,-0.0706947575564917,-0.014542593795391398,0.0009469450792262413,0.0,0.0,2.6645352591003757e-15,-0.00675017791595392,0.012195674125561183,-0.004420170457843482,0.41791051150377256,-0.5494602575180109,2.879570115322004,0.6245576583476916,-0.7727544948180538,-0.08190333595061222,-0.0779106263477855,0.25382109338509573,-0.21795301844324474,0.20341172213756953,-0.40431083433848836,4.832298879985062,-0.15275962282978006
407,1.2209999999999928,1.2555647942659791,1.382477662892824,1.4340459013220181,0.9279116415191788,1.1348734319151146,1.4427040193414171,1.4083367930462702,1.0140857556972007,1.1348734319151146,1.4427040193414171,1.4083367930462702,1.0140857556972007,0.0,0.0,5.0,-0.06330471284296854,-0.027608491431760473,0.0056883208676398525,0.0,0.0,5.000000000000003,-0.07020816247753722,-0.01551549025130608,0.0012963067488415067,0.0,0.0,2.6645352591003757e-15,-0.006903449634568681,0.012093001180454394,-0.004392014118798346,0.41867263993346576,-0.550078488774252,2.8801729477987963,0.6245179071495595,-0.7726357010245689,-0.07751874603881573,-0.08367975361087841,0.2540428098977281,-0.2060770854137191,0.20094415893065407,-0.5137653362522332,4.801740550483961,-0.1518464629738824
408,1.2239999999999926,1.2646050958481037,1.3777291337821977,1.4355399905482271,0.9221257798214741,1.1443390872757904,1.4380694953598527,1.4104772263769259,1.0071141909874337,1.1443390872757904,1.4380694953598527,1.4104772263769259,1.0071141909874337,0.0,0.0,5.0,-0.06265382486608485,-0.028466845926059872,0.006004352591889822,0.0,0.0,5.000000000000003,-0.06970934434735544,-0.016481716527128362,0.001644489409581451,0.0,0.0,2.6645352591003757e-15,-0.007055519481270589,0.01198512939893151,-0.004359863182308371,0.41943595897576175,-0.5506610937148857,2.8807684413271333,0.6243161275225857,-0.772582314107429,-0.07314506815228407,-0.089418900958414,0.25443968076532697,-0.19420164687790045,0.19849784277893134,-0.6222993056635491,4.769732088743269,-0.15064395284277624
409,1.2269999999999925,1.2735510546574593,1.3730137573092183,1.436946387829398,0.9164888002039273,1.1537924411475375,1.4334118450413191,1.4125801050028526,1.0002156088082934,1.1537924411475375,1.4334118450413191,1.4125801050028526,1.0002156088082934,0.0,0.0,5.0,-0.06199202902772331,-0.02931296239333499,0.006314923274605587,0.0,0.0,5.000000000000003,-0.06919839000883408,-0.017440857237771043,0.001991176384511663,0.0,0.0,2.6645352591003757e-15,-0.007206360981110778,0.011872105155563948,-0.004323746890093924,0.42020099303622716,-0.5512080836945327,2.881356649350327,0.6239537727700323,-0.7725942310735963,-0.06878275519414027,-0.09512505529956139,0.25501135348846116,-0.1823299932156695,0.19606934106458768,-0.729899029212256,4.73628495697642,-0.1491533108560476
410,1.2299999999999924,1.2823967654731923,1.3683356199480778,1.4382615827756708,0.9110060318030596,1.1632269850170507,1.4287355152042702,1.4146414268844392,0.9933960728942425,1.1632269850170507,1.4287355152042702,1.4146414268844392,0.9933960728942425,0.0,0.0,5.0,-0.06131944054474973,-0.030146477084253904,0.006619750447465836,0.0,0.0,5.000000000000003,-0.06867538841774162,-0.018392500044263904,0.002336052357044656,0.0,0.0,2.6645352591003757e-15,-0.007355947872991896,0.01175397703999,-0.00428369809042118,0.42096826519528946,-0.5517194798332302,2.8819376150443947,0.6234323190839074,-0.7726713069450649,-0.06443225889803927,-0.10079523281764222,0.25575738635409423,-0.1704653795658524,0.19365523135585203,-0.8365508425021443,4.701411006843698,-0.14737601739101996
411,1.2329999999999923,1.2911364189842924,1.3636987393509363,1.4394821432140645,0.9056826984507089,1.1726362406381918,1.4240449385169087,1.4166572146192962,0.9866616062256057,1.1726362406381918,1.4240449385169087,1.4166572146192962,0.9866616062256057,0.0,0.0,5.0,-0.060636176513000094,-0.030967031667045414,0.006918556865950621,0.0,0.0,5.000000000000003,-0.06814043062724075,-0.019336235831019857,0.0026788036577246044,0.0,0.0,2.6645352591003757e-15,-0.0075042541142406535,0.011630795836025557,-0.004239753208226017,0.42173829694339715,-0.5521953129114168,2.8825113713524395,0.6227532654520347,-0.7728133554841091,-0.060094029754960095,-0.106426479515344,0.2566772493692258,-0.15861102606217722,0.19125210268166665,-0.9422411236748116,4.665122480666658,-0.14531381343678826
412,1.2359999999999922,1.2997643064282902,1.3591070604794528,1.4406047189550193,0.9005239141372379,1.1820137652660998,1.4193445291424798,1.4186235197177022,0.9800181858737206,1.1820137652660998,1.4193445291424798,1.4186235197177022,0.9800181858737206,0.0,0.0,5.0,-0.05994235588689472,-0.03177427338154843,0.007211070761499212,0.0,0.0,5.000000000000002,-0.06759360977203614,-0.020271658881715685,0.0030191185495140258,0.0,0.0,1.7763568394002505e-15,-0.007651253885141422,0.011502614499832746,-0.004191952211985186,0.42251160791886977,-0.5526356232655836,2.883077941022785,0.621918133572686,-0.7730201498826311,-0.05576851693371108,-0.11201587176787084,0.2577703251575374,-0.14677011805559195,0.18885655678189214,-1.0469562872639917,4.627432012806086,-0.14296869901121098
413,1.238999999999992,1.3082748241417996,1.3545644518125264,1.4416260454811154,0.8955346785645624,1.1913531568592617,1.4146386784092964,1.4205364268515048,0.9734717378799396,1.1913531568592617,1.4146386784092964,1.4205364268515048,0.9734717378799396,0.0,0.0,5.0,-0.059238099458728315,-0.032567855190864546,0.007497026088687314,0.0,0.0,5.000000000000003,-0.06703502105216003,-0.021198367053711364,0.0033566875113229602,0.0,0.0,2.6645352591003757e-15,-0.007796921593431712,0.011369488137153182,-0.004140338577364354,0.42328871564833204,-0.5530404606845484,2.8836373366507937,0.620928467775765,-0.7732914234168761,-0.05145616819603422,-0.1175605168843863,0.25903590982075897,-0.13494580632161407,0.18646520933616686,-1.1506827783502864,4.588352631190881,-0.14034293134230036
414,1.241999999999992,1.316662478018928,1.3500747016338281,1.4425429475543754,0.8907198727928697,1.2006480592450497,1.4099317505096167,1.4223920580723735,0.9670281321729627,1.2006480592450497,1.4099317505096167,1.4223920580723735,0.9670281321729627,0.0,0.0,5.0,-0.0585235298376405,-0.03334743593055111,0.007776162767199058,0.0,0.0,5.000000000000002,-0.06646476171639777,-0.02211596195093303,0.003691203519522658,0.0,0.0,1.7763568394002505e-15,-0.007941231878757268,0.01123147397961808,-0.0040849592476764,0.4240701352896316,-0.5534098843063028,2.884189560724317,0.619785834949619,-0.7736268700688688,-0.04715742980716656,-0.12305755367807313,0.2604732137665225,-0.12314120725147737,0.1840746911744247,-1.253407067035579,4.5478977589847505,-0.13743902281566564
415,1.244999999999992,1.3249218878737774,1.3456415144026694,1.44335234273868,0.8860842549848751,1.2098921672442655,1.405228078231462,1.4241865769953286,0.9606931775289465,1.2098921672442655,1.405228078231462,1.4241865769953286,0.9606931775289465,0.0,0.0,5.0,-0.05779877142826998,-0.03411268045528881,0.0080482269183736,0.0,0.0,5.000000000000003,-0.06588293104535783,-0.023024049095145244,0.004022362327187785,0.0,0.0,2.6645352591003757e-15,-0.008084159617087854,0.01108863136014357,-0.004025864591185814,0.42485637937714515,-0.5537439625153806,2.8847346056727328,0.6184918244726282,-0.7740261451160039,-0.0428727464426857,-0.12850415304510693,0.26208136250451586,-0.111359403025927,0.18168164947195903,-1.3551156432556553,4.506081216377119,-0.13425973868987695
416,1.2479999999999918,1.3330477917031929,1.3412685072116237,1.4440512448338563,0.8816324562513294,1.219079231750269,1.400531958727427,1.4259161929435071,0.9544726165787994,1.219079231750269,1.400531958727427,1.4259161929435071,0.9544726165787994,0.0,0.0,5.0,-0.057063950409095884,-0.034863259782963014,0.0083129710961114,0.0,0.0,5.000000000000002,-0.06528963033418655,-0.02392223809553895,0.004349862740813247,0.0,0.0,1.7763568394002505e-15,-0.00822567992509067,0.010941021687424064,-0.003963108355298154,0.42564795756938356,-0.5540427728406924,2.8852724539195282,0.6170480481488078,-0.7744888656903015,-0.03860256109243241,-0.13389751855281706,0.26385939741279657,-0.09960344177059212,0.17928274893180388,-1.4557950119488412,4.46291722248426,-0.13080809458182893
417,1.2509999999999917,1.3410350498462242,1.3369592063342481,1.4446367672181024,0.8773689766014268,1.228203064758303,1.3958476493245098,1.4275771650501576,0.9483721208670316,1.228203064758303,1.3958476493245098,1.4275771650501576,0.9483721208670316,0.0,0.0,5.0,-0.056319194710470456,-0.035598851236094096,0.008570154511929669,0.0,0.0,5.000000000000002,-0.06468496287493326,-0.024810142816562367,0.004673406894253787,0.0,0.0,1.7763568394002505e-15,-0.008365768164462807,0.01078870841953173,-0.0038967476176758817,0.4264453763988121,-0.5543064018537682,2.8858030779383994,0.6154561401467189,-0.7750146113089094,-0.034347314962267436,-0.13923488703728476,0.26580627647616845,-0.0878763376919361,0.1768746729570868,-1.5554316885976918,4.418420397346159,-0.1270873537243912
418,1.2539999999999916,1.34887864903658,1.3327170438662135,1.4451061260955216,0.8732981810016875,1.2372575443406777,1.3911793633789353,1.4291658063139032,0.942397285966486,1.2372575443406777,1.3911793633789353,1.4291658063139032,0.942397285966486,0.0,0.0,5.0,-0.05556463399234694,-0.03631913858055826,0.008819543253962935,0.0,0.0,5.000000000000002,-0.06406903393856749,-0.025687381543922402,0.004992700519637391,0.0,0.0,1.7763568394002505e-15,-0.008504399946220542,0.01063175703663586,-0.0038268427343255435,0.4272491390238078,-0.5545349450673468,2.886326440312847,0.6137177569410565,-0.7756029243775011,-0.030107447374380522,-0.14451352921061006,0.26792087499856676,-0.0761810711928498,0.17445412481589032,-1.6540121951598985,4.372605764004242,-0.12310102399884174
419,1.2569999999999915,1.356573706344734,1.328545354462956,1.445456643645573,0.8694242955467395,1.2462366195635173,1.3865312661799096,1.4306784876033487,0.9365536266532264,1.2462366195635173,1.3865312661799096,1.4306784876033487,0.9365536266532264,0.0,0.0,5.0,-0.05480039962170578,-0.03702381216153752,0.009060910499709099,0.0,0.0,5.000000000000002,-0.06344195075665147,-0.026553577148685184,0.005307453215005954,0.0,0.0,1.7763568394002505e-15,-0.008641551134945698,0.010470235012852339,-0.0037534572847031447,0.4280597449826821,-0.5547285068342478,2.88684249379925,0.6118345772563426,-0.7762533106682873,-0.025883395666829186,-0.14973075027805963,0.2702019862914403,-0.06452058896700993,0.17201782880104122,-1.7515230564037854,4.325488750644712,-0.11885285474478227
420,1.2599999999999913,1.3641154730061908,1.3244473721770227,1.445685751071399,0.8657514037453888,1.2551343153408347,1.3819074709061954,1.432111641607162,0.9308465721458098,1.2551343153408347,1.3819074709061954,1.432111641607162,0.9308465721458098,0.0,0.0,5.0,-0.054026624649684225,-0.03771256903664248,0.009294036722327616,0.0,0.0,5.000000000000002,-0.06280382250267127,-0.02740835724940585,0.0056173787084398755,0.0,0.0,1.7763568394002505e-15,-0.00877719785298705,0.01030421178723663,-0.003676658013887741,0.4288776899497026,-0.5548872002464613,2.8873511813934116,0.6098083020122081,-0.7769652397744145,-0.02167559509294205,-0.15488389056529187,0.27264832234015995,-0.0528978040711783,0.16956253138712893,-1.8479507966628426,4.277085192791817,-0.11434683335043859
421,1.2629999999999912,1.371499338132711,1.320426227398031,1.445790991544031,0.8622834429252287,1.2639447372217383,1.377312034639346,1.433461766725807,0.9252814614131107,1.2639447372217383,1.377312034639346,1.433461766725807,0.9252814614131107,0.0,0.0,5.0,-0.05324344378841244,-0.03838511310614812,0.009518709890302166,0.0,0.0,5.000000000000002,-0.06215476027303041,-0.028251354372216653,0.005922195118426329,0.0,0.0,1.7763568394002505e-15,-0.008911316484617966,0.010133758733931464,-0.003596514771875836,0.42970346549305416,-0.5550111470343854,2.887852436400572,0.6076406542697967,-0.7777381455425832,-0.01748447872117714,-0.15997032615583964,0.2752585144505252,-0.041315595974665165,0.16708500238693494,-1.9432819370227927,4.22741133553507,-0.10958718162644727
422,1.2659999999999911,1.3787208323032625,1.3164849438981832,1.4457700230396193,0.8590242007589379,1.272662076106653,1.3727489544373779,1.4347254309011612,0.9198635385548097,1.272662076106653,1.3727489544373779,1.4347254309011612,0.9198635385548097,0.0,0.0,5.0,-0.05245099338756039,-0.03904115524028867,0.00973472566028635,0.0,0.0,5.000000000000002,-0.06149487706770765,-0.02908220610880599,0.006221625210234401,0.0,0.0,1.7763568394002505e-15,-0.00904388368014726,0.00995894913148268,-0.0035131004500519487,0.4305375588346866,-0.555100477466141,2.8883461825089003,0.6053333791788709,-0.778571426485772,-0.013310477335979592,-0.1649874695390161,0.2780311138774836,-0.0297768105852225,0.16458203610933575,-2.0375029929538053,4.176483835774042,-0.10457835196642824
423,1.268999999999991,1.3857756310316687,1.3126264359861106,1.4456206210668894,0.8559773119153343,1.281280612888484,1.3682221634726128,1.4358992753803117,0.9145979482585933,1.281280612888484,1.3682221634726128,1.4358992753803117,0.9145979482585933,0.0,0.0,5.0,-0.05164941141060001,-0.039680413403555395,0.009941887562956612,0.0,0.0,5.000000000000002,-0.06082428777058474,-0.029900555272219187,0.006515396648063845,0.0,0.0,1.7763568394002505e-15,-0.009174876359984728,0.009779858131336208,-0.0034264909148927665,0.43138045261200125,-0.555155330246893,2.8888323338664623,0.6028882439252367,-0.7794644461779985,-0.009154019340136179,-0.16993277026839504,0.2809645924382189,-0.01828426025067302,0.1620504525206213,-2.130600472399418,4.124319764464078,-0.09932502329783564
424,1.271999999999991,1.3926595581079662,1.3088535057717632,1.4453406812821668,0.8531462548381057,1.2897947230147309,1.3637355272373441,1.4369800184098807,0.9094897313380461,1.2897947230147309,1.3637355272373441,1.4369800184098807,0.9094897313380461,0.0,0.0,5.0,-0.05083883741078574,-0.0403026127759456,0.010140007181703927,0.0,0.0,5.000000000000002,-0.06014310912944479,-0.030706050050414796,0.0068032422427383235,0.0,0.0,1.7763568394002505e-15,-0.009304271718659052,0.009596562725530805,-0.003336764938965604,0.43223262464133666,-0.5551758524180999,2.8893107951616956,0.6003070376781414,-0.7804165336330968,-0.005015530659075774,-0.1748037156310024,0.284057343111809,-0.0068407237356168105,0.159487098411049,-2.222560874332714,4.070936608845959,-0.093832096826771
425,1.2749999999999908,1.3993685888106482,1.3051688405448978,1.4449282219893989,0.8505343486550601,1.2981988809666185,1.3592928398209343,1.4379644588573024,0.9045438203551466,1.2981988809666185,1.3592928398209343,1.4379644588573024,0.9045438203551466,0.0,0.0,5.0,-0.050019412506858964,-0.04090748587110854,0.010328904324001267,0.0,0.0,5.000000000000002,-0.05945145973564715,-0.03149834415751042,0.007084900194717594,0.0,0.0,1.7763568394002505e-15,-0.009432047228788189,0.009409141713598121,-0.0032440041292836723,0.43309454768321975,-0.5551621992566176,2.8897814617074005,0.5975915715373222,-0.7814269836695313,-0.0008954346475159773,-0.1795978313273413,0.2873076806276972,0.004551053827409278,0.15688884856833013,-2.313370687789297,4.016352274642264,-0.08810469158062942
426,1.2779999999999907,1.4058988529870056,1.3015750102696937,1.4443813865227042,0.8481447502205997,1.306487664651393,1.354897820261869,1.4388494797555365,0.8997650353312033,1.306487664651393,1.354897820261869,1.4388494797555365,0.8997650353312033,0.0,0.0,5.0,-0.04919127935847953,-0.041494772651339266,0.010508407185291165,0.0,0.0,5.000000000000002,-0.058749460003480886,-0.032277096982652215,0.007360114332207859,0.0,0.0,1.7763568394002505e-15,-0.009558180645001357,0.009217675668687052,-0.003148292853083306,0.43396668920935555,-0.5551145341735788,2.890244219528279,0.5947436784794096,-0.7824950572632984,0.00320584800119358,-0.18431268216235747,0.2907138420452675,0.01588836101291283,0.15425260695962192,-2.403016391385516,3.9605850882029174,-0.08214813975263358
427,1.2809999999999906,1.4122466379990275,1.2980744651978222,1.4436984455091224,0.8459804512940294,1.3146557597040027,1.3505541089782256,1.4396320517677805,0.895158079549993,1.3146557597040027,1.3505541089782256,1.4396320517677805,0.895158079549993,0.0,0.0,5.0,-0.04835458214138904,-0.04206422063936958,0.01067835250524443,0.0,0.0,5.000000000000002,-0.05803723214920101,-0.03304197373644549,0.007628634344153465,0.0,0.0,1.7763568394002505e-15,-0.009682650007811967,0.009022246902924087,-0.003049718161090965,0.43484951117133613,-0.5550330286129664,2.8906989454520495,0.5917652133034036,-0.7836199818910043,0.00728789934273059,-0.18894587274743543,0.29427398732685883,0.027168520204130183,0.15157530792347162,-2.4914844533292375,3.9036537985821984,-0.07596798185249075
428,1.2839999999999905,1.4184083915322931,1.2946695336022582,1.4428777990092947,0.8440442758561567,1.3226979636944671,1.3462652642799429,1.4403092365688128,0.8907275354567793,1.3226979636944671,1.3462652642799429,1.4403092365688128,0.8907275354567793,0.0,0.0,5.0,-0.04750946652231047,-0.04261558502690982,0.010838585716247528,0.0,0.0,5.000000000000002,-0.057314900169750924,-0.03379264559488181,0.007890216007898368,0.0,0.0,1.7763568394002505e-15,-0.00980543364744045,0.008822939432028012,-0.00294836970834916,0.43574346977105594,-0.5549178619498006,2.8911455072041687,0.5886580525749561,-0.7848009518652362,0.01135030426621151,-0.19349504821349922,0.2979861999065995,0.03838888772194842,0.14885391737303136,-2.5787613319294564,3.8455775795292486,-0.06956996166758406
429,1.2869999999999904,1.4243807242654984,1.2913624196339657,1.4419179785339726,0.8423388775665646,1.330609190237317,1.3420347589661947,1.4408781901396805,0.8864778606568098,1.330609190237317,1.3420347589661947,1.4408781901396805,0.8864778606568098,0.0,0.0,5.0,-0.04665607963358763,-0.04314862877989262,0.010988961083984053,0.0,0.0,5.000000000000002,-0.05658258982117485,-0.034528789840702165,0.008144621411309894,0.0,0.0,1.7763568394002505e-15,-0.009926510187587223,0.008619838939190452,-0.002844339672674159,0.4366490152328284,-0.5547692213878559,2.891583763506204,0.5854240945691918,-0.7860371286643592,0.015392650575154453,-0.19795789493527094,0.3018484872574926,0.049546853981569786,0.1460854340117333,-2.6648334766097843,3.7863760313739503,-0.06296002103928129
430,1.2899999999999903,1.4301604123983818,1.2881552013034954,1.440817648934357,0.8408667373637687,1.3383844729995802,1.3378659770110937,1.4413361659725283,0.8824133840168004,1.3383844729995802,1.3378659770110937,1.4413361659725283,0.8824133840168004,0.0,0.0,5.0,-0.04579457004757011,-0.04366312274037512,0.011129341839982074,0.0,0.0,5.000000000000002,-0.055840428596724154,-0.03525009000213451,0.008391619169163214,0.0,0.0,1.7763568394002505e-15,-0.010045858549154046,0.008413032738240608,-0.0027377226708188603,0.43756659157720607,-0.5545873018568237,2.8920135641778915,0.5820652592118088,-0.787327641258901,0.019414529064842524,-0.20233214126672067,0.305858781459227,0.06063984367739393,0.14326689056248207,-2.7496873294297277,3.726069182789883,-0.05614429445911341
431,1.2929999999999902,1.4357444000358877,1.285049828589389,1.4395756101643478,0.83963016121038,1.3460189696038702,1.333762210340864,1.4416805181824421,0.8785383018728263,1.3460189696038702,1.333762210340864,1.4416805181824421,0.8785383018728263,0.0,0.0,5.0,-0.04492508775074706,-0.04415884572505472,0.01125960030600695,0.0,0.0,5.000000000000003,-0.05508854570466094,-0.03595623598894655,0.008630984633589328,0.0,0.0,2.6645352591003757e-15,-0.010163457953913886,0.008202609736108167,-0.0026286156724176224,0.43849663639651376,-0.554372305908834,2.8924347502429253,0.5785834880181925,-0.7886715864366948,0.02341553359598567,-0.20661555828771744,0.31001493976924055,0.07166531599656467,0.14039535501128775,-2.833309327116539,3.664677492415924,-0.04912910348973782
432,1.29599999999999,1.4411298014265805,1.2820481216752064,1.4381907989129692,0.8386312779852452,1.3535079654232356,1.3297266557055394,1.4419087045232797,0.8748566743479479,1.3535079654232356,1.3297266557055394,1.4419087045232797,0.8748566743479479,0.0,0.0,5.0,-0.04404778411763509,-0.044635584620357244,0.01137961801018643,0.0,0.0,5.000000000000003,-0.054327072045763564,-0.036646924225754746,0.008862500098395426,0.0,0.0,2.6645352591003757e-15,-0.010279287928128475,0.007988660394602498,-0.002517117911791003,0.4394395806321126,-0.5541244436142493,2.892847154038524,0.5749807440302628,-0.7900680291289587,0.02739526116462737,-0.21080596056186565,0.3143147451996053,0.08262076486159516,0.13746793186612608,-2.9156859036091185,3.6022218503179713,-0.04192095101576147
433,1.29899999999999,1.446313903053453,1.2791517693168237,1.4366622901052997,0.8378720375244262,1.3608468772645181,1.325762411648147,1.4420182893045381,0.8713724217827993,1.3608468772645181,1.325762411648147,1.4420182893045381,0.8713724217827993,0.0,0.0,5.0,-0.043162811884424224,-0.04509313447405512,0.011489285794762508,0.0,0.0,5.000000000000002,-0.05355614019053677,-0.03732185778253276,0.009085954997071648,0.0,0.0,1.7763568394002505e-15,-0.010393328306112545,0.007771276691522361,-0.00240333079769086,0.44039584835341966,-0.5538439324566419,2.893250599328819,0.5712590117507699,-0.7915160027395026,0.03135331196828985,-0.21490120690548295,0.3187559071023554,0.09350371920245365,0.13448176343167345,-2.996803493114356,3.5387235792721627,-0.034526515329653236
434,1.3019999999999898,1.4512941655753422,1.2763623273415474,1.4349892982703887,0.837354208812724,1.3680312569370678,1.3218724755742501,1.44200694620641,0.8680893212822743,1.3680312569370678,1.3218724755742501,1.44200694620641,0.8680893212822743,0.0,0.0,5.0,-0.04227032512238719,-0.04553129858337747,0.011588503915371836,0.0,0.0,5.000000000000002,-0.052775884356131814,-0.03798074650226338,0.009301146094304304,0.0,0.0,1.7763568394002505e-15,-0.010505559233744625,0.00755055208111409,-0.002287357821067532,0.4413658565387174,-0.5535309972268665,2.8936449014221206,0.5674202970747284,-0.7930145094792467,0.03528928946839757,-0.2188992011676446,0.32333606176592233,0.10431174325845592,0.1314340311004229,-3.076648533674961,3.474204435850963,-0.026952644058124666
435,1.3049999999999897,1.4560682256173725,1.2736812172804948,1.4331711787747847,0.8370793783273502,1.375056794703765,1.3180597409246253,1.4418724609902727,0.8650110033813392,1.375056794703765,1.3180597409246253,1.4418724609902727,0.8650110033813392,0.0,0.0,5.0,-0.04137047921105569,-0.04594988857957316,0.011677182131764642,0.0,0.0,5.000000000000002,-0.05198644038297938,-0.03862330712567784,0.009507877670821098,0.0,0.0,1.7763568394002505e-15,-0.01061596117192369,0.007326581453895323,-0.002169304460943544,0.44235001485779357,-0.5531858699161357,2.8940298672921023,0.5634666272176619,-0.794562520708235,0.039202800449063525,-0.2227978930211852,0.3280527730253878,0.11504243691027308,0.1283219566605428,-3.155207471246703,3.4086866112934238,-0.019206347934504153
436,1.3079999999999896,1.460633897408967,1.2711097251354948,1.4312074289203527,0.8370489485351883,1.381919322611403,1.314326994453752,1.4416127341019513,0.8621409488328964,1.381919322611403,1.314326994453752,1.4416127341019513,0.8621409488328964,0.0,0.0,5.0,-0.04046343081116949,-0.04634872450889191,0.01175523978987948,0.0,0.0,5.000000000000003,-0.05118794571114037,-0.03924926341303074,0.00970596170140059,0.0,0.0,2.6645352591003757e-15,-0.01072451489997088,0.007099461095861168,-0.0020492780884788907,0.4433487254564615,-0.5528087896080087,2.8944052957029642,0.5594000506403011,-0.7961589772873182,0.04309345507236598,-0.22659527876451102,0.3329035328893082,0.12569343604232217,0.1251428036206928,-3.2324667642816514,3.342192732140979,-0.011294794422768553
437,1.3109999999999895,1.4649891742680172,1.268649000281719,1.429097688905292,0.8372641365449734,1.3886148176975912,1.3106769136166916,1.4412257831651991,0.8594824855205206,1.3886148176975912,1.3106769136166916,1.4412257831651991,0.8594824855205206,0.0,0.0,5.0,-0.03954933783740214,-0.046727634909946886,0.011822605895199198,0.0,0.0,5.000000000000003,-0.050380539356377874,-0.03985834626285628,0.009895218025883668,0.0,0.0,2.6645352591003757e-15,-0.010831201518975736,0.0068692886470906045,-0.0019273878693155302,0.4443623827430192,-0.5524000023692014,2.8947709773386197,0.5552226369693526,-0.7978027899416643,0.04696086693028476,-0.230289402134036,0.3378857621859049,0.1362624129357627,0.12189387855186229,-3.308412888812845,3.2747458606201763,-0.00322530119903172
438,1.3139999999999894,1.4691322299300913,1.2663000545070466,1.4268417426472952,0.8377259729155704,1.3951394050714516,1.307112064066834,1.4407097453629414,0.8570387854987757,1.3951394050714516,1.307112064066834,1.4407097453629414,0.8570387854987757,0.0,0.0,5.0,-0.038628359430868356,-0.04708645688742688,0.011879219177321465,0.0,0.0,5.000000000000003,-0.04956436188595481,-0.04045029382765686,0.01007547451303175,0.0,0.0,2.6645352591003757e-15,-0.010936002455086455,0.006636163059770023,-0.0018037446642897147,0.44539137317671357,-0.5519597611391246,2.895126694935958,0.550936476913922,-0.7994928396382354,0.05080465309350561,-0.2338783551270091,0.34299681123145404,0.14674707669227396,0.11857253244614353,-3.3830323440344943,3.20636949475383,0.0049946705035812024
439,1.3169999999999893,1.4730614197215213,1.2640637611891088,1.4244395184679828,0.83843530062139,1.4014893608654841,1.303634897266876,1.440062879703933,0.8548128621637093,1.4014893608654841,1.303634897266876,1.440062879703933,0.8548128621637093,0.0,0.0,5.0,-0.037700655931418296,-0.047425036182125506,0.011925028145684994,0.0,0.0,5.000000000000002,-0.04873955539416158,-0.04102485162647179,0.010246567217082475,0.0,0.0,1.7763568394002505e-15,-0.011038899462743286,0.006400184555653714,-0.0016784609286025192,0.4464360750582848,-0.5514883256180584,2.8954722234222348,0.5465436821771379,-0.8012279779793494,0.05462443415733838,-0.23736027883445412,0.348233960523743,0.15714517368873596,0.11517616209219689,-3.4563116583706357,3.1370875681822032,0.013357522680620614
440,1.3199999999999892,1.4767752815755228,1.2619408546107693,1.4218910896378443,0.8393927741758651,1.407661115056101,1.300247748215302,1.439283569172589,0.8528075675560105,1.407661115056101,1.300247748215302,1.439283569172589,0.8528075675560105,0.0,0.0,5.0,-0.03676638884972242,-0.047743227237258316,0.01195999113640096,0.0,0.0,5.000000000000002,-0.04790626347757794,-0.04158177265428038,0.010408340526860661,0.0,0.0,1.7763568394002505e-15,-0.011139874627855519,0.0061614545829779335,-0.0015516506095402983,0.4474968583226753,-0.5509859621538697,2.895807330056636,0.5420463853624908,-0.8030070276144087,0.05841983428503028,-0.2407333642838906,0.35359442146349296,0.16745448806287971,0.11170221146700728,-3.528237396023875,3.0669244496759944,0.0218555274663883
441,1.322999999999989,1.4802725368904959,1.2599319294146967,1.4191966747810696,0.8405988589137404,1.41365125415044,1.296952833290512,1.438370322759855,0.8510255897991952,1.41365125415044,1.296952833290512,1.438370322759855,0.8510255897991952,0.0,0.0,5.0,-0.03582572083915317,-0.0480408932610381,0.011984076350146863,0.0,0.0,5.000000000000003,-0.04706463121007318,-0.04212081748819016,0.010560647307308817,0.0,0.0,2.6645352591003757e-15,-0.011238910370920008,0.005920075772847942,-0.001423429042838046,0.4485740843339953,-0.55045294362718,2.896131774576066,0.5374467398743586,-0.804828782671846,0.062190481248787816,-0.24399585329144977,0.3590753371066729,0.17767284222991234,0.10814817314337087,-3.598796163994657,2.995904942323092,0.03048083416211817
