step,time,desired_Fx,desired_Fy,desired_Fz,desired_Mx,desired_My,desired_Mz,command_wrench_Fx,command_wrench_Fy,command_wrench_Fz,command_wrench_Mx,command_wrench_My,command_wrench_Mz,applied_wrench_Fx,applied_wrench_Fy,applied_wrench_Fz,applied_wrench_Mx,applied_wrench_My,applied_wrench_Mz,allocation_residual_Fx,allocation_residual_Fy,allocation_residual_Fz,allocation_residual_Mx,allocation_residual_My,allocation_residual_Mz,motor_force_cmd_1,motor_force_cmd_2,motor_force_cmd_3,motor_force_cmd_4,motor_force_cmd_5,motor_force_cmd_6,omega_cmd_1,omega_cmd_2,omega_cmd_3,omega_cmd_4,omega_cmd_5,omega_cmd_6,omega_actual_1,omega_actual_2,omega_actual_3,omega_actual_4,omega_actual_5,omega_actual_6,motor_force_applied_1,motor_force_applied_2,motor_force_applied_3,motor_force_applied_4,motor_force_applied_5,motor_force_applied_6,qpos_x,qpos_y,qpos_z,qpos_qw,qpos_qx,qpos_qy,qpos_qz,qvel_x,qvel_y,qvel_z,qvel_wx,qvel_wy,qvel_wz
777,1.5540000000000012,0.034343827498799995,-0.19190182044709708,9.472592870528775,-0.020637862822951665,-0.01758050352963518,0.014760267882987252,0.034343824387426794,-0.19190181604527323,9.472592866693098,-0.02063786475994059,-0.01758050214694183,0.014760267206697042,0.049273465278880116,-0.20848581499632624,9.479579992812269,-0.019723620051142615,-0.01868748862499542,0.014429728344932558,-3.1113732007481687e-09,4.401823849864428e-09,-3.8356766651759244e-09,-1.9369889234233106e-09,1.382693348705999e-09,-6.762902095974743e-10,1.874784358226128,1.9028954489173584,2.0160466381371727,1.6924935914419852,2.0179837459640595,2.059696878655264,953.1186225922528,960.2377116622542,988.3746129222674,905.5966574534951,988.8493361944603,999.0171639546886,947.1220079994064,968.2153538143249,989.3572397493318,898.658883349401,993.9640799372122,999.305491637999,1.851267887310301,1.9346452520117157,2.0200572758769137,1.666660545647019,2.0389134525338006,2.0608859539769724,3.4473852513949232,-3.9651051245010924,13.108457491546481,0.5068493365095229,0.7247999915861828,0.2531784638359951,-0.3920068720394726,4.335889981716313,-8.926402895565563,9.619054919049168,1.4639727798155002,-1.0874693335417018,-0.21356309537273355
778,1.5560000000000012,0.033182580673595405,-0.19053654710299228,9.472074231701473,-0.020703242538123,-0.01748869361215875,0.014777730029260524,0.03318257756471811,-0.1905365426903718,9.472074227874408,-0.020703244439248397,-0.017488692214011906,0.014777729350263835,0.04812194587371378,-0.20721481851227463,9.479021807251897,-0.019794569576607246,-0.018602181854335764,0.014455556949086956,-3.108877294488721e-09,4.4126204912231515e-09,-3.827064887218512e-09,-1.901125395997738e-09,1.3981468448276413e-09,-6.789966887355003e-10,1.876646654601266,1.9004466454447342,2.015674747502616,1.6946167494174607,2.0163268567015926,2.0595558665836973,953.5918900310941,959.6196560470105,988.2834483114294,906.1644948031566,988.4432996496945,998.9829657451119,947.5830494770266,967.6020037534248,989.2816918352072,899.1922845835178,993.5708398887988,999.2833239600377,1.853070651920942,1.9321948902672161,2.0197487820776363,1.6686396339131224,2.037300469052474,2.0607945213774173,3.456049735995508,-3.9829785438795233,13.127691233617082,0.5059815177971565,0.7250586011738165,0.2522071009422607,-0.39327383175829866,4.3285819814037705,-8.947012089262387,9.614688754079163,1.4592647676027575,-1.091602434378619,-0.2120975302513663
779,1.5580000000000012,0.03202083028665093,-0.18916462726710503,9.47155858138686,-0.020768174683505586,-0.017396419453300633,0.01479453666814683,0.03202082718031553,-0.18916462284385305,9.471558577568421,-0.020768176548664724,-0.017396418039695216,0.01479453598649405,0.046969699547663404,-0.20593659281512933,9.478466557809012,-0.01986509090545452,-0.018516381847455105,0.014480744460106831,-3.1063354041793723e-09,4.423251986906962e-09,-3.818438898406384e-09,-1.8651591382479182e-09,1.4136054167501744e-09,-6.816527793607197e-10,1.8785126914522396,1.8979986733230332,2.015298304247683,1.6967500455898037,2.0146669696520636,2.0594113431963055,954.0658725676212,959.001412136601,988.1911591139352,906.7346854517102,988.0363611535042,998.9479147573269,948.0450309308851,966.9882919124414,989.2049432528027,899.728333391086,993.1766159993372,999.2602313311751,1.8548779720509796,1.929744637328349,2.0194354095687546,1.6706297286211462,2.035684090738361,2.0606992758909177,3.4646995288280906,-4.000893155226575,13.146916253089346,0.5051170299729473,0.7253111342990957,0.2512335943189801,-0.39454052463420525,4.321198242831946,-8.967594835548915,9.610332380004477,1.4545450057994012,-1.0957113192823797,-0.21062956142613462
780,1.5600000000000012,0.030858593968091503,-0.18778610879615396,9.471045923892486,-0.020832657855374054,-0.017303683502499556,0.01481068705414088,0.030858590864341298,-0.1877861043624247,9.47104592008268,-0.020832659684488664,-0.017303682073474894,0.014810686369868542,0.04581674374386281,-0.20465118245398894,9.477914249330748,-0.019935182510965377,-0.018430090870757712,0.014505289755762485,-3.1037502047637222e-09,4.4337292448570764e-09,-3.809805804166899e-09,-1.8291146097748623e-09,1.429024662491507e-09,-6.842723384442584e-10,1.8803824043032686,1.8955515887151286,2.0149173364316555,1.6988934080945879,2.0130041174535127,2.0592633332316463,954.5405527716223,958.3829937644806,988.0977518946851,907.3072057725384,987.6285275974859,998.9120169016809,948.5079350715031,966.374231629524,989.1269998515494,900.2670071472103,992.7814145647986,999.2362193003095,1.856689785389757,1.9272945491464322,2.0191171833723445,1.6726307632738728,2.034064348193119,2.06060024066756,3.4733344785914495,-4.018848905475977,13.166132569900387,0.5042558810215225,0.7255575957080342,0.2502579729011978,-0.3958069336999643,4.313738941597141,-8.988150963166698,9.605986151935541,1.449813622103627,-1.0997959105499353,-0.2091592533003826
781,1.5620000000000012,0.029695889355416633,-0.18640103977703817,9.470536263500902,-0.020896690659709116,-0.017210488221452585,0.014826180470847307,0.029695886254283557,-0.18640103533299546,9.470536259699745,-0.02089669245267675,-0.017210486777126957,0.01482617978395806,0.04466309591600949,-0.20335863222898132,9.477364886638508,-0.020004842875744416,-0.018343311203658605,0.014529191742330583,-3.1011330760277733e-09,4.444042717155483e-09,-3.801156722715859e-09,-1.792967635472209e-09,1.4443256278473537e-09,-6.868892468703258e-10,1.8822557285433394,1.8931054477825902,2.014531872335221,1.7010467646946137,2.011338332892576,2.059111861537072,955.0159132116767,957.7644147994031,988.0032332715448,907.8820320810855,987.2198059186451,998.8752781135951,948.9717445985817,965.7598362809035,989.0478675358864,900.8082831499792,992.3852419269482,999.2112934441288,1.858506029462775,1.9248446816909002,2.018794128745247,1.6746426709723305,2.032441272176781,2.0604974389803523,3.481954434337351,-4.036845741220095,13.185340204696258,0.503398078793598,0.7257979903118269,0.24928026563758424,-0.3970730420084988,4.306204255090182,-9.008680302012708,9.601650423697937,1.445070744227147,-1.1038561313583637,-0.20768667038178884
782,1.5640000000000012,0.028532734093232082,-0.1850094685251593,9.470029604469618,-0.02096027171222767,-0.0171168360840498,0.014841016231012446,0.028532730994766844,-0.18500946407096075,9.470029600677117,-0.020960273468973778,-0.017116834624421234,0.01484101554155659,0.043508773528104575,-0.2020589871897085,9.476818474527889,-0.020074070491749862,-0.01825604513852673,0.014552449354642227,-3.0984652378551747e-09,4.454198537784393e-09,-3.792500535837462e-09,-1.7567461096934522e-09,1.459628567318516e-09,-6.894558552544838e-10,1.8841325994286007,1.8906603066840304,2.014141940458337,1.7032100427832517,2.0096696489053434,2.05895695306586,955.4919364558921,957.1456891451395,987.907609914921,908.4591406365373,986.8102030997624,998.8377043529227,949.4364422017413,965.1451192806772,988.9675522651036,901.3521386219321,991.9881044733153,999.1854593669018,1.8603266416338335,1.922395090947778,2.0184662711780508,1.6766653844179444,2.03081489360701,2.0603908942241356,3.490559245474127,-4.054883608712245,13.204539178829368,0.5025436310061152,0.7260323231864569,0.2483005014894405,-0.39833883263342273,4.298594362482897,-9.029182683139911,9.597325547821912,1.4403164998890416,-1.1078919057639607,-0.2062118772795015
783,1.5660000000000012,0.027369145832982535,-0.18361144358273693,9.469525951031077,-0.021023399638412738,-0.0170227295763087,0.014855193676554822,0.027369142737233912,-0.18361143911854705,9.469525947247245,-0.02102340135883113,-0.01702272810140812,0.014855192984570553,0.04235379405420338,-0.2007522926336831,9.47627501776861,-0.020142863860330096,-0.018168294980611538,0.014575061556137636,-3.0957486227278785e-09,4.4641898788722045e-09,-3.783831914461189e-09,-1.72041839108239e-09,1.4749005801395487e-09,-6.919842684971478e-10,1.8860129520846358,1.8882162215734708,2.013747569520325,1.7053831693856243,2.0079980985740304,2.0587986328786068,955.968605072604,956.5268307402006,987.8108885478846,909.0385076429127,986.3997261687342,998.7993016043425,949.9020105612597,964.5300940805905,988.886060053164,901.8985507115423,991.5900086371942,999.1587227002356,1.8621515591071887,1.91994583291815,2.018133636393984,1.678698835914777,2.029185243558471,2.0602806299143626,3.499148761770223,-4.072962453869009,13.223729514355883,0.5016925452423865,0.7262605995723015,0.24731870942970713,-0.3996042886695799,4.290909444714569,-9.049657938757784,9.593011875532,1.4355510168096428,-1.1119031587013013,-0.20473493870126955
784,1.5680000000000012,0.026205142232683505,-0.18220701371711487,9.469025307392613,-0.021086073073543196,-0.01692817119630809,0.014868712178594343,0.026205139139696146,-0.18220700924309208,9.469025303617464,-0.021086074757563772,-0.01692816970616634,0.014868711484090524,0.04119817497815394,-0.19943859410475562,9.475734521104439,-0.02021122149225313,-0.018080063047996184,0.014597027338908608,-3.0929873592877577e-09,4.474022791134402e-09,-3.7751490822302e-09,-1.6840205757651106e-09,1.4901417495771785e-09,-6.94503819037573e-10,1.88789672150896,1.8857732485985697,2.013348788457578,1.7075660711621297,2.0063237151273596,2.0586369261408315,956.4459016311265,955.9078535575205,987.7130759457086,909.620109250771,985.9883821988228,998.7600758768309,950.3684323488079,963.914774169813,988.8033969685495,902.4474964946698,991.1909608975946,999.1310891028828,1.8639807189297217,1.9174969636166155,2.0177962503479003,1.6807429573716888,2.027552353262,2.0601666696860756,3.5077228333577186,-4.091082222272538,13.242911234033103,0.5008448289522466,0.7264828248737334,0.24633491844197752,-0.400869393233581,4.283149684478377,-9.07010590223281,9.58870975673676,1.4307744227044676,-1.1158898159822326,-0.20325591945057328
785,1.5700000000000012,0.0250407409566539,-0.18079622791906017,9.468527677736414,-0.021148290662723255,-0.01683316345412183,0.014881571137480181,0.025040737866458232,-0.18079622343536772,9.468527673969955,-0.021148292310250116,-0.0168331619488363,0.014881570440501979,0.040041933793343434,-0.19811793739152783,9.47519698925312,-0.02027914190774327,-0.017991351671535483,0.01461834572374282,-3.0901956687978682e-09,4.483692445100829e-09,-3.766459144571854e-09,-1.6475268614646321e-09,1.50528552816942e-09,-6.969782025828541e-10,1.88978384257311,1.8833314438992181,2.012945626423576,1.7097586744096616,2.0046465319393842,2.0584718581221866,956.9238087023953,955.2887716042304,987.614178935973,910.2039215582951,985.5761783085234,998.7200332035256,950.8356902281878,963.2991730747078,988.7195691340826,902.9989529760345,990.7909677792143,999.1025642605226,1.8658140579931322,1.91504853906973,2.0174541392251673,1.6827976803045988,2.025916254103858,2.0600490372927767,3.5162813107358226,-4.1092428591728805,13.262084361316823,0.5000004894522102,0.7266990046587183,0.24534915751951591,-0.40213412946433935,4.275315266207801,-9.090526408088918,9.584419540018624,1.4259868452781785,-1.1198518042948364,-0.20177488442374433
786,1.5720000000000012,0.023875959675247138,-0.17937913540105352,9.468033066219494,-0.021210051060911762,-0.016737708871752254,0.014893769982817393,0.02387595658789711,-0.1793791309078534,9.46803306246174,-0.02121005267186929,-0.01673770735133584,0.014893769283404634,0.038885088002440296,-0.19679036852576837,9.474662426906317,-0.02034662363650952,-0.017902163194801604,0.014639015760173568,-3.087350028407876e-09,4.493200117527962e-09,-3.757753219701954e-09,-1.610957527098389e-09,1.520416414296788e-09,-6.994127586118504e-10,1.891674250024526,1.8808908636064292,2.012538112786132,1.7119609050655828,2.0029665825296545,2.058303454194275,957.4023088595522,954.6695989215037,987.5142043979897,910.7899206131001,985.1631216617621,998.6791796412502,951.3037668560612,962.6833043586015,988.6345827267701,903.5528970906581,990.3900358524044,999.0731538855481,1.8676515130361238,1.9126006153144572,2.0171073294406408,1.684862935838665,2.02427697762496,2.0599277566053296,3.52482404477434,-4.127444309490286,13.281248920358667,0.49915953392563694,0.7269091446584103,0.24436145566427986,-0.4033984805236051,4.267406376063024,-9.1109192920079,9.58014157262386,1.421188412218589,-1.1237890512023372,-0.20029189860708677
787,1.5740000000000012,0.02271081606458355,-0.1779557855955736,9.467541476973652,-0.02127135293295127,-0.016641809983063117,0.014905308173492206,0.022710812980121467,-0.17795578109302546,9.46754147322461,-0.021271354507260976,-0.01664180844754759,0.014905307471658524,0.037727655117138284,-0.1954559337808084,9.474130838729522,-0.020413665217781207,-0.017812499974012005,0.014659036526519786,-3.0844620815817514e-09,4.502548139884155e-09,-3.749041965761535e-09,-1.5743097069031986e-09,1.53551552722897e-09,-7.018336814490489e-10,1.8935678784892538,1.878451563840262,2.0121262771274138,1.7141726887090143,2.0012839005608543,2.0581317398310026,957.8813846787332,954.050349584154,987.4131592629094,911.3780824133146,984.7492194674728,998.6375212706536,951.7726448826686,962.067181621559,988.5484439776147,904.1093057053355,989.9881717331523,999.0428637168333,1.8694930206465636,1.910153248396651,2.016755847637505,1.6869386547106013,2.0226345555201704,2.05980285161077,3.5333508867171113,-4.145686517817528,13.300404936003408,0.4983219694229022,0.7271132507667433,0.24337184188594715,-0.4046624295964982,4.259423201917307,-9.13128439082978,9.575876200452644,1.4163792511907114,-1.1277014851419698,-0.1988070270739887
788,1.5760000000000012,0.021545327806281846,-0.17652622815337213,9.467052914105443,-0.021332194953596922,-0.016545469333712395,0.01491618519769603,0.021545324724740925,-0.17652622364164183,9.46705291036513,-0.02133219649116705,-0.016545467783189965,0.014916184493488305,0.036569652657900145,-0.194114679669936,9.473602229362012,-0.020480265200338466,-0.017722364377977654,0.014678407129926074,-3.081540921739956e-09,4.5117302949204685e-09,-3.740312948252722e-09,-1.537570126775023e-09,1.550522429200063e-09,-7.042077251190326e-10,1.8954646624743174,1.8760136007082175,2.0117101492426803,1.7163939505633312,1.9995985198385913,2.057956740606796,958.3610187397661,953.431037700349,987.3110505135132,911.968382908976,984.3344789797005,998.5950641958316,952.242306952553,961.4508185001458,988.4611591714489,904.6681556200751,989.5853820830333,999.0116995195291,1.8713385172636872,1.907706494369501,2.0163997206862034,1.689024767270912,2.020989019637476,2.059674346411242,3.5418616881854255,-4.163969428422217,13.319552433786264,0.49748780286157485,0.7273113290400192,0.24238034520094756,-0.4059259598920393,4.25136593334335,-9.151621542553148,9.571623768049246,1.4115594898308426,-1.131589035423792,-0.19732033498203574
789,1.5780000000000012,0.020379512587191333,-0.1750905129417422,9.466567381696139,-0.02139257580754504,-0.01644868948108474,0.014926400572948147,0.020379509508620677,-0.17509050842099683,9.466567377964557,-0.021392577308297828,-0.01644868791558074,0.01492639986639177,0.03541109815369815,-0.19276665294477913,9.473076603416754,-0.02054642214254293,-0.01763175878804507,0.014697126706408437,-3.0785706553460024e-09,4.520745361391576e-09,-3.73158215438707e-09,-1.5007527859323133e-09,1.5655040007389598e-09,-7.06556375906775e-10,1.8973645363693576,1.873577030304332,2.0112897591379983,1.7186246154996725,1.9979104743112026,2.0577784821947334,958.8411936266793,952.8116774114981,987.2078851837538,912.5607980036832,983.9189074977118,998.5518145439281,952.7127357052821,960.8342286671857,988.372734646766,905.2294235695368,989.1816736091738,998.9796670848458,1.8731879391803141,1.9052604092919663,2.016038975683357,1.6911212034861478,2.0193404019771974,2.0595422652228748,3.550356301181404,-4.18229298524912,13.338691439930175,0.49665704102660113,0.7275033856964931,0.24138699463149893,-0.4071890546436796,4.243234761599634,-9.171930586335458,9.567384618592332,1.4067292557406843,-1.1354516322294672,-0.19583188757011696
790,1.5800000000000012,0.0192133880991227,-0.1736486900427778,9.466084883801697,-0.021452494189461695,-0.016351472994223522,0.014935953846117131,0.019213385023563637,-0.17364868551317647,9.466084880078864,-0.0214524956533087,-0.016351471413792645,0.014935953137227842,0.03425200914175998,-0.19141190059367985,9.47255396548036,-0.020612134612371658,-0.017540685598025768,0.014715194420888755,-3.075559064369404e-09,4.529601332903255e-09,-3.7228335969530235e-09,-1.4638470054173514e-09,1.580430876446659e-09,-7.088892892831433e-10,1.8992674344495093,1.8711419087069985,2.0108651370301684,1.7208646080383545,1.9962197980677183,2.0575969903665605,959.3218919285174,952.1922828918155,987.1036703588396,913.155303555684,983.5025123656497,998.5077784651914,953.1839137761532,960.2174258315292,988.2831767955289,905.7930862244853,988.7770530642262,998.9467722298215,1.8750412225450181,1.9028150492272664,2.0156736399505872,1.693227892941254,2.017688734691257,2.0594066323746016,3.558834578091361,-4.200657131922479,13.35782198134307,0.49582969057049503,0.7276894271159555,0.24039181920464775,-0.4084516971098292,4.23502987961675,-9.192211362493296,9.563159093885366,1.4018886764815224,-1.1392892066109859,-0.19434175015552843
791,1.5820000000000012,0.018046972038579964,-0.1722008097516283,9.465605424452722,-0.02151194880401073,-0.01625382245376265,0.014944844593440932,0.018046968966079838,-0.1722008052133377,9.465605420738644,-0.02151195023086508,-0.016253820858424334,0.014944843882271353,0.03309240316730845,-0.19005046984006357,9.472034320113007,-0.020677401187447125,-0.017449147214141744,0.014732609467234314,-3.0725001258502527e-09,4.538290604427786e-09,-3.7140779340916197e-09,-1.4268543499507125e-09,1.5953383163125334e-09,-7.111695798228679e-10,1.9011732908774448,1.8687082919776625,2.010436313344893,1.7231138523519052,1.994526525338075,2.057412290990444,959.8030962399403,951.5728683481001,986.9984131748877,913.7518753793812,983.0853009727433,998.4629621324837,953.6558237969077,959.6004237378056,988.1924920629996,906.359120193216,988.3715272463187,998.9130207971127,1.8768983033643547,1.9003704702413142,2.015303741033422,1.6953447648418483,2.0160340500823386,2.059267472307074,3.5672963716891317,-4.219061811748327,13.376944085615099,0.49500575801353464,0.7278694598393111,0.2393948479513145,-0.4097138705743834,4.22675148198371,-9.212463712502604,9.55894753434714,1.397037879568429,-1.1431016904893596,-0.19284998813107213
792,1.5840000000000012,0.016880282106492266,-0.17074692257474322,9.465129007654442,-0.02157093836588197,-0.016155740451858143,0.014953072420545685,0.01688027903709223,-0.17074691802791775,9.465129003949134,-0.021570939755703816,-0.016155738841665046,0.014953071707105525,0.031932297783305544,-0.18868240814079473,9.471517671848375,-0.02074222045506871,-0.017357146054959624,0.014749371068297878,-3.069400036220804e-09,4.5468254716851675e-09,-3.7053080603755006e-09,-1.3898218478858304e-09,1.610193096912571e-09,-7.134401593805739e-10,1.9030820397059054,1.866276236159036,2.0100033187153863,1.7253722722677916,1.99283069049105,2.057224410030961,960.2847891619422,950.953448019391,986.892120818684,914.350489246748,982.6672807529554,998.4173717413316,954.1284483964362,958.9832361661776,988.1006869475555,906.9275020229871,987.9651029990256,998.8784186547633,1.8787591175050713,1.8979267284011738,2.014929306700151,1.6974717480165502,2.01437638060313,2.0591248095714842,3.5757415351393766,-4.2375069677168105,13.396057781015857,0.49418524974396516,0.7280434905681541,0.23839610990534355,-0.4109755583472479,4.218399764934247,-9.232687478998871,9.5547502790024,1.3921769924645178,-1.1468890166532544,-0.1913566669621519
793,1.5860000000000012,0.0157133360079445,-0.1692870792281098,9.464655637386663,-0.02162946159981881,-0.016057229592119217,0.014960636962463195,0.015713332941679994,-0.16928707467292536,9.464655633690132,-0.02162946295250434,-0.016057227967147564,0.014960636246804382,0.03077171055019258,-0.18730776318452613,9.471004025193574,-0.02080659101224755,-0.01726468455133326,0.014765478475946836,-3.066264506190741e-09,4.555184424104297e-09,-3.696531081232024e-09,-1.352685533029252e-09,1.6249716537630743e-09,-7.156588134604736e-10,1.904993614879359,1.863845797274146,2.009566183982168,1.72763979126985,1.99113232803434,2.0570333735470028,960.7669533023432,950.3340361768321,986.784800527737,914.9511208883889,982.2484591851588,998.3710135094708,954.6017702014841,958.3658769320876,988.0077680005013,907.4982082014502,987.5577872113124,998.8429716959952,1.8806236006963442,1.895483879773496,2.014550364940655,1.6996087709193464,2.0127157588554643,2.0589786688284746,3.584169922000857,-4.255992542504504,13.415163096491586,0.4933681720182076,0.728211526164342,0.23739563410255746,-0.4122367437648623,4.209974926333101,-9.252882505777299,9.550567665472592,1.3873061425752398,-1.1506511187576003,-0.18986185218386775
794,1.5880000000000012,0.014546151451909142,-0.16782133063548516,9.464185317603746,-0.021687517240645986,-0.01595829248953921,0.014967537883647129,0.014546148388837846,-0.16782132607210087,9.464185313916001,-0.021687518556129604,-0.015958290849780954,0.014967537165790523,0.029610659035633105,-0.1859265828900476,9.470493384629098,-0.020870511465728936,-0.017171765146340653,0.014780930971104222,-3.063071296605102e-09,4.563384281563998e-09,-3.6877452203043504e-09,-1.315483617869706e-09,1.639758256261059e-09,-7.178566057558511e-10,1.9069079502367219,1.8614170313244378,2.0091249401898907,1.729916332502769,1.9894314726137825,2.0568392076904147,961.249571276545,949.7146471232925,986.6764595896001,915.5537459953995,981.8288437931005,998.323893676569,955.0757718373422,957.7483598860144,987.9137418258998,908.071215158052,987.1495868174987,998.8066858389801,1.8824916885319694,1.893041980423003,2.0141669439653116,1.7017557616318775,2.011052217589537,2.0588290748469777,3.5925813862296834,-4.274518478476734,13.434260061662362,0.492554530961074,0.7283735736495642,0.23639344957981606,-0.41349741019072195,4.201477165662289,-9.273048637792925,9.546400029966714,1.3824254572427213,-1.154387931322144,-0.18836560939810268
795,1.5900000000000012,0.013378746150977238,-0.1663497279266191,9.463718052234567,-0.021745104033296717,-0.015858931770426226,0.014973774877987902,0.013378743091130976,-0.16634972335520493,9.46371804855562,-0.02174510531148585,-0.015858930115969255,0.014973774157964137,0.02844916081425554,-0.18453891540460954,9.469985754608736,-0.020933980432030125,-0.0170783902952127,0.014795727863775532,-3.059846261782573e-09,4.571414163878629e-09,-3.678946924878801e-09,-1.278189134396035e-09,1.654456970728857e-09,-7.200237645693663e-10,1.9088249795138892,1.8589899942878727,2.0086796185882037,1.732201818772546,1.9877281590110432,2.0566419387063006,961.7326257082334,949.0952951929818,986.5671053421873,916.1583402201484,981.4084421449882,998.2760185043527,955.5504359285408,957.1306989132181,987.8186150803629,908.6464992654725,986.7405087972217,998.7695670266077,1.8843633164725955,1.8906010864109415,2.013779072203745,1.7039126478658946,2.009385789703116,2.058676052503032,3.6009757821825352,-4.293084717689897,13.45334870681926,0.49174433256598815,0.7285296402049097,0.23538958537407995,-0.4147575410158981,4.19290668400737,-9.29318572116072,9.542247707272283,1.3775350637401482,-1.1580993897299656,-0.18686800427061268
796,1.5920000000000012,0.012211137821090142,-0.16487232243547087,9.463253845182484,-0.021802220732840046,-0.015759150072333323,0.014979347668826254,0.012211134764520425,-0.16487231785618905,9.463253841512346,-0.021802221973674596,-0.01575914840319914,0.014979346946682126,0.02728723346739083,-0.18314480910225783,9.469481139559521,-0.020996996537466756,-0.016984562465284195,0.014809868493084022,-3.0565697178158713e-09,4.579281814853786e-09,-3.670137971312215e-09,-1.2408345496928153e-09,1.6691341815644467e-09,-7.221441274823936e-10,1.9107446363456118,1.8565647421179252,2.008230250628597,1.7344961725508705,1.9860224221446952,2.0564415929298026,962.2160992299099,948.4759947512924,986.456745173102,916.7648791780897,980.9872618539126,998.2273942758784,956.0257450995451,956.5129079334755,987.7223944728833,909.2240368410112,986.3305601753696,998.7316212262807,1.8862384198479787,1.888161253793508,2.013386778303731,1.7060793569655612,2.0077165082406427,2.0585196267787165,3.6093529646198563,-4.311691201893779,13.472429062921496,0.490937582695213,0.7286797331704302,0.2343840705214786,-0.4160171196595569,4.184263684043691,-9.31329360315564,9.538111030746409,1.3726350892661932,-1.1617854302259532,-0.18536910252810876
797,1.5940000000000012,0.01104334418126988,-0.16338916569841777,9.462792700325313,-0.02185886610450756,-0.015658950043988536,0.01498425600896552,0.011043341128004668,-0.16338916111143154,9.462792696663996,-0.02185886730793568,-0.015658948360270458,0.014984255284716419,0.026124894582818428,-0.18174431258214496,9.46897954388167,-0.021059558418186353,-0.0168902841359177,0.014823352227300746,-3.0532652118414605e-09,4.586986235288748e-09,-3.6613165832477534e-09,-1.2034281210437925e-09,1.6837180781548167e-09,-7.242491016634656e-10,1.912666854268068,1.8541413307416656,2.0077768679643686,1.7367993159765336,1.9843142970673096,2.056238196786953,962.6999744835946,947.8567601944043,986.3453865197307,917.3733384487766,980.5653105772857,998.1780272957922,956.5016819754386,955.8950009008241,987.6250867646279,909.8038041480073,985.919748022054,998.6928544296707,1.888116933859209,1.8857225386203207,2.012990091129948,1.708255815909911,2.006044406392475,2.0583598227609192,3.617712788709019,-4.330337872533875,13.491501161593566,0.49013428708008316,0.7288238600447016,0.23337693405638316,-0.41727612956947613,4.175548370022629,-9.333372132212675,9.533990332306981,1.3677256609394841,-1.1654459899152387,-0.1838689699553373
798,1.5960000000000012,0.009875382953350638,-0.16190030945245854,9.462334621515284,-0.02191503892372022,-0.015558334345224623,0.0149884996806826,0.009875379903440028,-0.16190030485793816,9.462334617862798,-0.02191504008964404,-0.015558332646939094,0.014988498954367324,0.0249621617545024,-0.1803374746668429,9.468480971948505,-0.021121664720197858,-0.016795557798450073,0.014836178463870031,-3.0499106105225104e-09,4.594520375267308e-09,-3.652486313399095e-09,-1.1659238192962551e-09,1.6982855295666344e-09,-7.263152752845503e-10,1.9145915667204612,1.8517198160590094,2.007319502448822,1.7391111708584361,1.982603818966602,2.056031776791414,963.1842341212775,947.2376059491842,986.2330368689048,917.9836935772884,980.1425960172799,998.1279238895901,956.9782291826065,955.2769918032949,987.5266987687539,910.3857773972281,985.5080794525404,998.6532726525116,1.8899987935809623,1.883284996932857,2.0125890397628186,1.7104419513152282,2.0043695174939766,2.058196665640265,3.6260551100274627,-4.34902467075371,13.510565035122356,0.48933445132124403,0.7289620284843821,0.23236820501048364,-0.41853455422256075,4.166760947757819,-9.35342115792683,9.52988594242396,1.3628069057931218,-1.1690810067615935,-0.18236767239215812
799,1.5980000000000012,0.008707271861710235,-0.16040580563340792,9.461879612579017,-0.02197073797611478,-0.01545730564690836,0.01499207849573761,0.008707268815196366,-0.16040580103151814,9.46187960893537,-0.02197073910448319,-0.015457303934107602,0.014992077767394585,0.023799052582336847,-0.1789243444006443,9.467985428106417,-0.02118331409939536,-0.016700385956117142,0.014848346629441567,-3.046513869300882e-09,4.601889785904589e-09,-3.643647161766239e-09,-1.1283684091256685e-09,1.7128007571282078e-09,-7.283430247806422e-10,1.916518707048641,1.849300253939801,2.0068581861338166,1.741431658678439,1.9808910231626597,2.0558223595451244,963.6688608058753,946.6185464725294,986.1197037566477,918.5959200756037,979.7191259202986,998.0770904038276,957.4553693494028,954.6588946626582,987.4272373502131,910.9699327482605,985.0955616272176,998.6128819343534,1.8918839339637044,1.8808486847629569,2.0121836534973063,1.7126376894374715,2.0026918750247535,2.0580301807098746,3.6343797845658052,-4.3677515373971625,13.529620716454236,0.4885380808888962,0.7290942463037665,0.23135791241187093,-0.4197923771253567,4.1579016246113785,-9.373440531053106,9.525798190110782,1.3578789507692453,-1.1726904195857786,-0.18086527573062194
